bill_id,date,action
666624,2015-01-02,"Introduced in Office of the Secretary"
666624,2015-01-02,"Organizational Meeting"
666624,2015-01-02,"Approved with Resolution Number R21-0003"
666624,2015-01-06,"Retained by the Council"
666624,2015-01-23,"Resolution R21-0003 Effective from January 2, 2015 Published in DC Register Vol 62 and Page 1103"
666645,2015-01-02,"Introduced in Office of the Secretary"
666645,2015-01-02,"Organizational Meeting"
666645,2015-01-02,"Approved with Resolution Number R21-0002"
666645,2015-01-06,"Retained by the Council"
666645,2015-01-23,"Resolution R21-0002 Effective from January 2, 2015 Published in DC Register Vol 62 and Page 1102"
666665,2015-01-02,"Introduced in Office of the Secretary"
666665,2015-01-02,"Organizational Meeting"
666665,2015-01-02,"Approved with Resolution Number R21-0005"
666665,2015-01-06,"Retained by the Council"
666665,2015-01-23,"Resolution R21-0005 Effective from January 2, 2015 Published in DC Register Vol 62 and Page 1105"
666686,2015-01-02,"Introduced in Office of the Secretary"
666686,2015-01-02,"Amendment #1 (Mendelson) "
666686,2015-01-02,"Final reading - Organizational Meeting"
666686,2015-01-02,"Amendment #2 (Orange)"
666686,2015-01-02,"Approved with Resolution Number R21-0001"
666686,2015-01-06,"Retained by the Council"
666686,2015-01-16,"Resolution R21-0001 Effective from January 2, 2015 Published in DC Register Vol 62 and Page 493"
666707,2015-01-02,"Introduced in Office of the Secretary"
666707,2015-01-02,"Organizational Meeting"
666707,2015-01-02,"Approved with Resolution Number R21-0006"
666707,2015-01-06,"Retained by the Council"
666707,2015-01-16,"Resolution R21-0006 Effective from January 2, 2015 Published in DC Register Vol 62 and Page 618"
666728,2015-01-02,"Introduced in Office of the Secretary"
666728,2015-01-02,"Organizational Meeting"
666728,2015-01-02,"Approved with Resolution Number R21-0004"
666728,2015-01-06,"Retained by the Council"
666728,2015-01-23,"Resolution R21-0004 Effective from January 2, 2015 Published in DC Register Vol 62 and Page 1104"
666894,2015-01-05,"Introduced in Office of the Secretary"
666894,2015-01-05,"Referred to Committee on Transportation and the Environment"
666894,2015-01-09,"Notice of Intent to Act on PR21-0007 Published in the DC Register"
667108,2015-01-05,"Introduced in Office of the Secretary"
667108,2015-01-05,"Referred to Committee on Committee of the Whole"
667108,2015-01-09,"Notice of Intent to Act on PR21-0010 Published in the DC Register"
667156,2015-01-05,"Introduced in Office of the Secretary"
667156,2015-01-05,"Referred to Committee on Committee of the Whole"
667156,2015-01-09,"Notice of Intent to Act on PR21-0013 Published in the DC Register"
667203,2015-01-05,"Introduced in Office of the Secretary"
667203,2015-01-05,"Referred to Committee on Transportation and the Environment"
667203,2015-01-09,"Notice of Intent to Act on PR21-0009 Published in the DC Register"
667252,2015-01-05,"Introduced in Office of the Secretary"
667252,2015-01-05,"Referred to Committee on Judiciary"
667252,2015-01-09,"Notice of Intent to Act on PR21-0011 Published in the DC Register"
667299,2015-01-05,"Introduced in Office of the Secretary"
667299,2015-01-05,"Referred to Committee on Health and Human Services"
667299,2015-01-09,"Notice of Intent to Act on PR21-0014 Published in the DC Register"
667347,2015-01-05,"Introduced in Office of the Secretary"
667347,2015-01-06,"Referred to Committee on Transportation and the Environment"
667347,2015-01-09,"Notice of Intent to Act on PR21-0017 Published in the DC Register"
