Row,id11296,id12034,id12036,id12066,id13503,id13938,id516,id531,id549,id560,id563,id565,id578,id581,id599,id605,id620,id637,id850,id855,id862,id863
id11296,1,0.924050632911392,0.925,0.9625,0.949152542372881,0.941176470588235,0.925,0.887323943661972,1,0.9625,0.923076923076923,0.9125,0.921052631578947,0.961038961038961,0.972222222222222,0.961538461538462,0.9375,0.911392405063291,0.968253968253968,0.952380952380952,0.871794871794872,0.923076923076923
id12034,0.924050632911392,1,0.924050632911392,0.939024390243902,0.951612903225806,0.888888888888889,0.901234567901235,0.864864864864865,0.897435897435897,0.939024390243902,0.9,0.914634146341463,0.935897435897436,0.924050632911392,0.948717948717949,0.9375,0.914634146341463,0.888888888888889,0.939393939393939,0.924242424242424,0.85,0.925
id12036,0.925,0.924050632911392,1,0.9125,0.932203389830508,0.862745098039216,0.85,0.901408450704225,0.944444444444444,0.9125,0.897435897435897,0.8625,0.921052631578947,0.922077922077922,0.916666666666667,0.91025641025641,0.8875,0.936708860759494,0.920634920634921,0.904761904761905,0.871794871794872,0.871794871794872
id12066,0.9625,0.939024390243902,0.9125,1,0.967741935483871,0.981481481481482,0.939024390243902,0.932432432432432,0.948717948717949,1,0.938271604938272,0.939759036144578,0.936708860759494,0.975,1,1,0.975903614457831,0.951219512195122,0.984848484848485,1,0.91358024691358,0.925925925925926
id13503,0.949152542372881,0.951612903225806,0.932203389830508,0.967741935483871,1,0.943396226415094,0.885245901639344,0.887096774193548,0.948717948717949,0.967741935483871,0.933333333333333,0.919354838709677,0.96551724137931,0.966666666666667,1,0.966666666666667,0.935483870967742,0.919354838709677,0.983870967741936,0.967741935483871,0.866666666666667,0.916666666666667
id13938,0.941176470588235,0.888888888888889,0.862745098039216,0.981481481481482,0.943396226415094,1,0.905660377358491,0.925925925925926,0.945945945945946,0.981481481481482,0.961538461538462,0.925925925925926,0.941176470588235,0.980392156862745,1,0.980769230769231,0.944444444444444,0.962962962962963,0.962962962962963,0.981481481481482,0.907407407407407,0.884615384615385
id516,0.925,0.901234567901235,0.85,0.939024390243902,0.885245901639344,0.905660377358491,1,0.863013698630137,0.894736842105263,0.939024390243902,0.9125,0.890243902439024,0.871794871794872,0.936708860759494,0.921052631578947,0.9375,0.914634146341463,0.888888888888889,0.907692307692308,0.923076923076923,0.85,0.875
id531,0.887323943661972,0.864864864864865,0.901408450704225,0.932432432432432,0.887096774193548,0.925925925925926,0.863013698630137,1,0.897435897435897,0.932432432432432,0.888888888888889,0.905405405405405,0.9,0.915492957746479,0.948717948717949,0.930555555555556,0.959459459459459,0.972602739726027,0.909090909090909,0.924242424242424,0.972222222222222,0.861111111111111
id549,1,0.897435897435897,0.944444444444444,0.948717948717949,0.948717948717949,0.945945945945946,0.894736842105263,0.897435897435897,1,0.948717948717949,0.947368421052632,0.948717948717949,0.944444444444444,0.947368421052632,0.948717948717949,0.945945945945946,0.948717948717949,0.897435897435897,0.948717948717949,0.948717948717949,0.864864864864865,0.891891891891892
id560,0.9625,0.939024390243902,0.9125,1,0.967741935483871,0.981481481481482,0.939024390243902,0.932432432432432,0.948717948717949,1,0.938271604938272,0.939759036144578,0.936708860759494,0.975,1,1,0.975903614457831,0.951219512195122,0.984848484848485,1,0.91358024691358,0.925925925925926
id563,0.923076923076923,0.9,0.897435897435897,0.938271604938272,0.933333333333333,0.961538461538462,0.9125,0.888888888888889,0.947368421052632,0.938271604938272,1,0.852941176470588,0.922077922077922,0.931372549019608,1,0.901960784313726,0.895238095238095,0.894230769230769,0.953125,0.96875,0.848101265822785,0.873417721518987
