Row,id5493,id14189,id14765,id14192,id14766,id5570,id14438,id5546,id5519,id11394,id10569,id5539,id14761,id5571,id5515,id5560,id5544,id10578,id10575,id5559,id5561,id5564,id14439,id10577,id5509,id5502,id5524,id14443,id10818,id10574,id14445,id5512,id5513,id5510,id14768,id14447,id5527,id5537,id14767,id14437,id5573,id5536,id10584,id14441,id10579,id5541,id14448,id5483,id10570,id10572,id14764,id10573,id5514,id10571,id11398,id10568,id11298,id5547,id5557,id14762,id14444,id10816,id10576,id5521,id5497,id11395,id11396,id5567,id5565
id5493,1,0.866666666666667,0.8,0.933333333333333,0.964285714285714,0.976744186046512,0.8,0.935483870967742,0.911111111111111,0.911111111111111,0.956521739130435,0.977272727272727,0.962962962962963,0.933333333333333,0.911111111111111,0.813953488372093,0.928571428571429,0.955555555555556,0.883720930232558,1,0.826086956521739,0.84,1,0.931818181818182,0.840909090909091,0.954545454545455,0.902439024390244,0.896551724137931,0.906976744186046,0.977272727272727,0.96551724137931,1,0.926829268292683,0.888888888888889,0.866666666666667,0.892857142857143,0.975,0.85,1,0.827586206896552,0.80952380952381,0.95,0.928571428571429,0.862068965517241,0.842105263157895,0.84,0.833333333333333,0.955555555555556,0.911111111111111,0.871794871794872,0.866666666666667,0.875,0.911111111111111,0.906976744186046,0.827586206896552,0.933333333333333,0.955555555555556,0.91304347826087,0.953488372093023,0.9,0.833333333333333,0.956521739130435,0.844444444444444,1,1,0.866666666666667,0.906976744186046,0.948717948717949,0.928571428571429
id14189,0.866666666666667,1,1,0.933333333333333,0.821428571428571,0.857142857142857,0.933333333333333,0.823529411764706,0.866666666666667,0.966666666666667,0.75,0.896551724137931,0.962962962962963,0.9,0.833333333333333,0.8,0.962962962962963,0.933333333333333,0.892857142857143,0.8,0.875,1,0.84,0.896551724137931,0.862068965517241,0.793103448275862,1,0.758620689655172,0.793103448275862,0.896551724137931,0.896551724137931,0.8,0.807692307692308,0.833333333333333,0.933333333333333,0.964285714285714,0.8,0.730769230769231,0.866666666666667,0.827586206896552,0.740740740740741,0.807692307692308,0.925925925925926,0.793103448275862,0.869565217391304,0.9,0.7,0.866666666666667,0.833333333333333,0.75,0.8,0.8,0.766666666666667,0.928571428571429,0.896551724137931,0.866666666666667,0.866666666666667,0.75,0.892857142857143,0.833333333333333,0.9,1,0.766666666666667,0.75,1,0.8,0.857142857142857,0.846153846153846,0.821428571428571
id14765,0.8,1,1,1,0.75,0.8,1,0.777777777777778,0.8,1,0.75,0.8,1,0.8,0.8,0.9,1,1,0.777777777777778,0.8,0.875,1,0.8,0.8,0.8,0.777777777777778,1,0.666666666666667,0.777777777777778,0.777777777777778,0.8,0.8,0.875,0.8,1,1,0.777777777777778,0.7,0.8,0.8,0.7,0.625,1,0.777777777777778,0.888888888888889,0.9,0.7,0.7,0.8,0.7,0.7,0.714285714285714,0.8,1,1,0.8,0.8,0.75,0.8,0.8,1,1,0.8,0.75,NaN,0.7,0.8,0.75,0.8
id14192,0.933333333333333,0.933333333333333,1,1,0.892857142857143,0.928571428571429,0.866666666666667,0.823529411764706,0.866666666666667,0.966666666666667,0.75,0.931034482758621,0.962962962962963,0.9,0.833333333333333,0.866666666666667,0.962962962962963,1,0.821428571428571,0.8,0.875,1,0.92,0.896551724137931,0.827586206896552,0.862068965517241,0.961538461538462,0.827586206896552,0.862068965517241,0.896551724137931,0.896551724137931,0.8,0.884615384615385,0.833333333333333,0.933333333333333,0.892857142857143,0.88,0.730769230769231,0.933333333333333,0.758620689655172,0.740740740740741,0.884615384615385,0.925925925925926,0.793103448275862,0.869565217391304,0.9,0.766666666666667,0.866666666666667,0.833333333333333,0.75,0.8,0.8,0.833333333333333,1,0.896551724137931,0.933333333333333,0.933333333333333,0.75,0.892857142857143,0.833333333333333,0.9,1,0.766666666666667,0.75,1,0.8,0.821428571428571,0.923076923076923,0.892857142857143
id14766,0.964285714285714,0.821428571428571,0.75,0.892857142857143,1,0.961538461538462,0.75,0.866666666666667,0.892857142857143,0.857142857142857,1,0.962962962962963,0.92,0.928571428571429,0.857142857142857,0.75,0.92,0.892857142857143,0.846153846153846,1,0.5,0.75,0.956521739130435,0.925925925925926,0.851851851851852,0.888888888888889,0.833333333333333,0.851851851851852,0.888888888888889,0.925925925925926,0.925925925925926,1,0.833333333333333,0.857142857142857,0.821428571428571,0.846153846153846,0.91304347826087,0.833333333333333,0.964285714285714,0.777777777777778,0.76,0.916666666666667,0.88,0.814814814814815,0.714285714285714,0.625,0.785714285714286,0.892857142857143,0.857142857142857,0.772727272727273,0.821428571428571,0.84,0.857142857142857,0.884615384615385,0.777777777777778,0.964285714285714,0.964285714285714,1,0.923076923076923,0.857142857142857,0.785714285714286,1,0.785714285714286,1,0.666666666666667,0.821428571428571,0.884615384615385,0.961538461538462,0.923076923076923
id5570,0.976744186046512,0.857142857142857,0.8,0.928571428571429,0.961538461538462,1,0.785714285714286,0.967741935483871,0.930232558139535,0.883720930232558,1,1,0.96,0.953488372093023,0.953488372093023,0.804878048780488,0.95,0.930232558139535,0.902439024390244,0.96,0.869565217391304,0.88,1,0.952380952380952,0.857142857142857,0.952380952380952,0.923076923076923,0.888888888888889,0.951219512195122,0.952380952380952,0.962962962962963,0.958333333333333,0.902439024390244,0.906976744186046,0.857142857142857,0.884615384615385,0.947368421052632,0.868421052631579,1,0.814814814814815,0.833333333333333,0.921052631578947,0.9,0.851851851851852,0.833333333333333,0.88,0.821428571428571,0.930232558139535,0.930232558139535,0.918918918918919,0.857142857142857,0.894736842105263,0.883720930232558,0.926829268292683,0.814814814814815,0.906976744186046,0.976744186046512,0.869565217391304,0.975609756097561,0.892857142857143,0.821428571428571,1,0.883720930232558,0.954545454545455,1,0.883720930232558,0.878048780487805,0.972972972972973,0.95
id14438,0.8,0.933333333333333,1,0.866666666666667,0.75,0.785714285714286,1,0.823529411764706,0.866666666666667,0.9,0.75,0.827586206896552,0.888888888888889,0.833333333333333,0.833333333333333,0.8,0.888888888888889,0.866666666666667,0.892857142857143,0.8,0.875,1,0.76,0.827586206896552,0.862068965517241,0.724137931034483,0.923076923076923,0.827586206896552,0.724137931034483,0.827586206896552,0.827586206896552,0.8,0.884615384615385,0.766666666666667,0.933333333333333,0.964285714285714,0.8,0.730769230769231,0.8,0.827586206896552,0.740740740740741,0.769230769230769,0.851851851851852,0.793103448275862,0.869565217391304,0.9,0.7,0.8,0.766666666666667,0.75,0.8,0.72,0.7,0.857142857142857,0.96551724137931,0.8,0.8,0.75,0.821428571428571,0.9,0.9,1,0.833333333333333,0.75,1,0.733333333333333,0.857142857142857,0.807692307692308,0.75
id5546,0.935483870967742,0.823529411764706,0.777777777777778,0.823529411764706,0.866666666666667,0.967741935483871,0.823529411764706,1,0.967741935483871,0.838709677419355,1,0.967741935483871,0.928571428571429,0.935483870967742,1,0.689655172413793,0.928571428571429,0.870967741935484,0.96551724137931,0.956521739130435,0.863636363636364,0.869565217391304,0.933333333333333,0.933333333333333,0.838709677419355,0.903225806451613,0.9,0.875,0.896551724137931,0.933333333333333,0.9375,0.954545454545455,0.896551724137931,0.903225806451613,0.764705882352941,1,0.888888888888889,0.862068965517241,0.941176470588235,0.882352941176471,0.866666666666667,0.846153846153846,0.857142857142857,0.823529411764706,0.8,0.869565217391304,0.705882352941177,0.903225806451613,0.935483870967742,0.961538461538462,0.941176470588235,0.923076923076923,0.870967741935484,0.866666666666667,0.8125,0.870967741935484,0.935483870967742,0.863636363636364,0.967741935483871,0.941176470588235,0.823529411764706,1,0.903225806451613,0.954545454545455,1,0.870967741935484,0.833333333333333,0.923076923076923,0.9
id5519,0.911111111111111,0.866666666666667,0.8,0.866666666666667,0.892857142857143,0.930232558139535,0.866666666666667,0.967741935483871,1,0.911111111111111,0.956521739130435,0.931818181818182,0.962962962962963,0.977777777777778,0.955555555555556,0.767441860465116,0.976190476190476,0.866666666666667,0.930232558139535,0.92,0.826086956521739,0.92,0.92,0.931818181818182,0.886363636363636,0.863636363636364,0.878048780487805,0.896551724137931,0.906976744186046,0.931818181818182,0.96551724137931,0.916666666666667,0.878048780487805,0.933333333333333,0.866666666666667,0.964285714285714,0.875,0.825,0.933333333333333,0.827586206896552,0.904761904761905,0.9,0.928571428571429,0.862068965517241,0.868421052631579,0.84,0.766666666666667,0.911111111111111,0.911111111111111,0.846153846153846,0.933333333333333,0.925,0.866666666666667,0.86046511627907,0.896551724137931,0.888888888888889,0.911111111111111,0.91304347826087,0.906976744186046,0.966666666666667,0.9,0.956521739130435,0.933333333333333,0.909090909090909,0.888888888888889,0.911111111111111,0.906976744186046,0.948717948717949,0.928571428571429
id11394,0.911111111111111,0.966666666666667,1,0.966666666666667,0.857142857142857,0.883720930232558,0.9,0.838709677419355,0.911111111111111,1,0.826086956521739,0.886363636363636,1,0.933333333333333,0.866666666666667,0.86046511627907,0.976190476190476,0.955555555555556,0.837209302325581,0.88,0.869565217391304,0.96,0.88,0.886363636363636,0.840909090909091,0.863636363636364,0.926829268292683,0.793103448275862,0.86046511627907,0.931818181818182,0.931034482758621,0.875,0.878048780487805,0.888888888888889,0.966666666666667,0.928571428571429,0.875,0.775,0.9,0.793103448275862,0.80952380952381,0.9,0.976190476190476,0.827586206896552,0.947368421052632,0.88,0.733333333333333,0.911111111111111,0.866666666666667,0.769230769230769,0.833333333333333,0.875,0.866666666666667,0.906976744186046,0.931034482758621,0.888888888888889,0.866666666666667,0.869565217391304,0.86046511627907,0.866666666666667,0.933333333333333,0.91304347826087,0.844444444444444,0.863636363636364,0.888888888888889,0.866666666666667,0.906976744186046,0.897435897435897,0.880952380952381
id10569,0.956521739130435,0.75,0.75,0.75,1,1,0.75,1,0.956521739130435,0.826086956521739,1,1,1,0.956521739130435,1,0.714285714285714,0.95,0.869565217391304,0.954545454545455,0.956521739130435,0.857142857142857,0.869565217391304,1,0.956521739130435,0.869565217391304,0.954545454545455,0.91304347826087,0.857142857142857,0.952380952380952,0.954545454545455,1,0.954545454545455,0.904761904761905,0.956521739130435,0.75,1,0.954545454545455,0.954545454545455,1,1,0.869565217391304,0.85,0.904761904761905,1,0.772727272727273,0.869565217391304,0.875,0.91304347826087,1,0.956521739130435,0.875,0.954545454545455,0.91304347826087,0.857142857142857,0.75,0.826086956521739,0.956521739130435,0.857142857142857,1,1,0.75,1,0.956521739130435,0.95,1,0.91304347826087,0.91304347826087,0.952380952380952,0.954545454545455
id5539,0.977272727272727,0.896551724137931,0.8,0.931034482758621,0.962962962962963,1,0.827586206896552,0.967741935483871,0.931818181818182,0.886363636363636,1,1,0.961538461538462,0.954545454545455,0.931818181818182,0.785714285714286,0.951219512195122,0.931818181818182,0.928571428571429,0.96,0.869565217391304,0.88,1,0.976744186046512,0.863636363636364,0.930232558139535,0.95,0.892857142857143,0.928571428571429,0.953488372093023,0.964285714285714,0.958333333333333,0.9,0.909090909090909,0.862068965517241,0.925925925925926,0.948717948717949,0.875,1,0.857142857142857,0.829268292682927,0.923076923076923,0.902439024390244,0.857142857142857,0.810810810810811,0.88,0.827586206896552,0.931818181818182,0.931818181818182,0.921052631578947,0.862068965517241,0.897435897435897,0.886363636363636,0.928571428571429,0.821428571428571,0.909090909090909,0.977272727272727,0.869565217391304,1,0.896551724137931,0.827586206896552,1,0.863636363636364,0.954545454545455,1,0.886363636363636,0.883720930232558,0.973684210526316,0.951219512195122
id14761,0.962962962962963,0.962962962962963,1,0.962962962962963,0.92,0.96,0.888888888888889,0.928571428571429,0.962962962962963,1,1,0.961538461538462,1,1,0.925925925925926,0.814814814814815,1,0.962962962962963,0.92,1,0.833333333333333,1,0.954545454545455,0.925925925925926,0.923076923076923,0.884615384615385,0.956521739130435,0.846153846153846,0.884615384615385,1,1,1,0.84,0.925925925925926,0.962962962962963,0.925925925925926,0.909090909090909,0.782608695652174,0.962962962962963,0.846153846153846,0.833333333333333,0.91304347826087,0.961538461538462,0.884615384615385,0.9,0.875,0.814814814814815,0.962962962962963,0.925925925925926,0.761904761904762,0.888888888888889,0.91304347826087,0.851851851851852,0.96,0.923076923076923,0.962962962962963,0.962962962962963,1,0.92,0.925925925925926,0.925925925925926,1,0.851851851851852,1,1,0.888888888888889,0.92,0.956521739130435,0.92
id5571,0.933333333333333,0.9,0.8,0.9,0.928571428571429,0.953488372093023,0.833333333333333,0.935483870967742,0.977777777777778,0.933333333333333,0.956521739130435,0.954545454545455,1,1,0.933333333333333,0.790697674418605,1,0.888888888888889,0.906976744186046,0.92,0.826086956521739,0.92,0.96,0.954545454545455,0.909090909090909,0.886363636363636,0.902439024390244,0.862068965517241,0.930232558139535,0.954545454545455,1,0.916666666666667,0.853658536585366,0.955555555555556,0.9,0.928571428571429,0.9,0.85,0.966666666666667,0.862068965517241,0.880952380952381,0.925,0.952380952380952,0.896551724137931,0.868421052631579,0.84,0.8,0.933333333333333,0.933333333333333,0.846153846153846,0.9,0.95,0.888888888888889,0.883720930232558,0.862068965517241,0.911111111111111,0.933333333333333,0.91304347826087,0.930232558139535,0.933333333333333,0.866666666666667,0.956521739130435,0.911111111111111,0.909090909090909,0.888888888888889,0.933333333333333,0.930232558139535,0.974358974358974,0.952380952380952
id5515,0.911111111111111,0.833333333333333,0.8,0.833333333333333,0.857142857142857,0.953488372093023,0.833333333333333,1,0.955555555555556,0.866666666666667,1,0.931818181818182,0.925925925925926,0.933333333333333,1,0.767441860465116,0.928571428571429,0.866666666666667,0.930232558139535,0.96,0.869565217391304,0.88,0.88,0.886363636363636,0.840909090909091,0.909090909090909,0.878048780487805,0.862068965517241,0.906976744186046,0.931818181818182,0.931034482758621,0.958333333333333,0.902439024390244,0.888888888888889,0.833333333333333,0.928571428571429,0.875,0.825,0.9,0.793103448275862,0.880952380952381,0.85,0.880952380952381,0.827586206896552,0.868421052631579,0.88,0.733333333333333,0.911111111111111,0.911111111111111,0.897435897435897,0.9,0.875,0.822222222222222,0.86046511627907,0.862068965517241,0.844444444444444,0.911111111111111,0.869565217391304,0.906976744186046,0.933333333333333,0.866666666666667,1,0.933333333333333,0.954545454545455,1,0.866666666666667,0.86046511627907,0.897435897435897,0.880952380952381
id5560,0.813953488372093,0.8,0.9,0.866666666666667,0.75,0.804878048780488,0.8,0.689655172413793,0.767441860465116,0.86046511627907,0.714285714285714,0.785714285714286,0.814814814814815,0.790697674418605,0.767441860465116,1,0.825,0.86046511627907,0.731707317073171,0.782608695652174,0.857142857142857,0.869565217391304,0.76,0.785714285714286,0.80952380952381,0.857142857142857,0.794871794871795,0.827586206896552,0.80952380952381,0.80952380952381,0.758620689655172,0.782608695652174,0.897435897435897,0.744186046511628,0.866666666666667,0.75,0.868421052631579,0.684210526315789,0.8,0.689655172413793,0.725,0.871794871794872,0.875,0.793103448275862,0.944444444444444,0.869565217391304,0.766666666666667,0.813953488372093,0.720930232558139,0.810810810810811,0.733333333333333,0.763157894736842,0.813953488372093,0.853658536585366,0.827586206896552,0.837209302325581,0.813953488372093,0.857142857142857,0.75609756097561,0.766666666666667,0.766666666666667,0.80952380952381,0.837209302325581,0.75,0.777777777777778,0.813953488372093,0.853658536585366,0.842105263157895,0.825
id5544,0.928571428571429,0.962962962962963,1,0.962962962962963,0.92,0.95,0.888888888888889,0.928571428571429,0.976190476190476,0.976190476190476,0.95,0.951219512195122,1,1,0.928571428571429,0.825,1,0.928571428571429,0.9,0.909090909090909,0.9,1,0.954545454545455,0.951219512195122,0.902439024390244,0.878048780487805,0.947368421052632,0.846153846153846,0.925,0.951219512195122,1,0.904761904761905,0.85,0.952380952380952,0.962962962962963,0.925925925925926,0.891891891891892,0.864864864864865,0.962962962962963,0.846153846153846,0.871794871794872,0.921052631578947,0.951219512195122,0.884615384615385,0.914285714285714,0.909090909090909,0.777777777777778,0.928571428571429,0.928571428571429,0.833333333333333,0.888888888888889,0.945945945945946,0.880952380952381,0.925,0.923076923076923,0.904761904761905,0.928571428571429,0.9,0.925,0.925925925925926,0.925925925925926,0.954545454545455,0.904761904761905,0.894736842105263,0.888888888888889,0.928571428571429,0.925,0.972222222222222,0.948717948717949
id10578,0.955555555555556,0.933333333333333,1,1,0.892857142857143,0.930232558139535,0.866666666666667,0.870967741935484,0.866666666666667,0.955555555555556,0.869565217391304,0.931818181818182,0.962962962962963,0.888888888888889,0.866666666666667,0.86046511627907,0.928571428571429,1,0.837209302325581,0.92,0.91304347826087,0.92,0.92,0.886363636363636,0.795454545454545,0.909090909090909,0.951219512195122,0.827586206896552,0.86046511627907,0.931818181818182,0.896551724137931,0.916666666666667,0.926829268292683,0.844444444444444,0.933333333333333,0.892857142857143,0.925,0.8,0.933333333333333,0.758620689655172,0.761904761904762,0.9,0.928571428571429,0.793103448275862,0.894736842105263,0.92,0.766666666666667,0.911111111111111,0.866666666666667,0.82051282051282,0.8,0.825,0.866666666666667,0.953488372093023,0.896551724137931,0.888888888888889,0.911111111111111,0.826086956521739,0.906976744186046,0.833333333333333,0.9,0.956521739130435,0.8,0.909090909090909,1,0.822222222222222,0.86046511627907,0.897435897435897,0.880952380952381
