Row,id14765,id14766,id5546,id5519,id5539,id5544,id10578,id10575,id5559,id10577,id5509,id5524,id10818,id10574,id5537,id5573,id10584,id10579,id10570,id14764,id5514,id10571,id11398,id10568,id5547,id5557,id14762,id14444,id10816,id10576,id11395,id11396
id14765,NaN,1,0.5,1,1,1,1,1,NaN,1,1,1,0.5,0.5,0.5,1,1,0,0.5,1,1,0.5,1,1,NaN,0.5,0.5,1,NaN,1,0.5,1
id14766,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,0.5,0.666666666666667,0.666666666666667,1,1,0.666666666666667,0.666666666666667,1,1,0.666666666666667,1,1,1,0.666666666666667,0.666666666666667,1,1,1,0.666666666666667,1
id5546,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1
id5519,NaN,0.5,0,1,1,1,1,1,NaN,1,1,0.5,1,1,0.5,1,0,NaN,0,1,1,0.5,0.5,1,NaN,1,1,1,NaN,1,1,1
id5539,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5544,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id10578,1,1,1,1,1,0.5,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
id10575,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
id5559,NaN,NaN,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,NaN,1,0,NaN,1,1,0,NaN,NaN,1,0,0,0
id10577,1,0.75,1,1,1,0.75,1,1,1,1,0.75,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5509,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.666666666666667,1,1,1,1,0.333333333333333,1,1,1,1,1,1,0.666666666666667,1,1
id5524,NaN,NaN,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,NaN,1,0,NaN,1,1,0,NaN,NaN,1,0,0,0
id10818,NaN,0,1,1,1,1,1,1,NaN,1,1,1,1,1,0,1,1,NaN,1,1,1,1,1,1,NaN,1,1,1,NaN,1,1,1
id10574,NaN,NaN,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,1,1
id5537,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5573,1,0.5,0.5,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,0.5,1,0.5,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1
id10584,NaN,0,1,0,1,1,1,NaN,NaN,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,NaN,1,1,1,NaN,NaN,1,1
id10579,NaN,NaN,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,1,1
id10570,NaN,1,NaN,1,1,0,1,1,NaN,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,NaN,1,1,1,NaN,0,1,1
id14764,NaN,1,1,1,1,0,1,1,NaN,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,NaN,1,1,1,NaN,NaN,1,NaN
id5514,1,1,1,1,1,0.666666666666667,1,1,0.5,0.666666666666667,1,1,1,1,0.666666666666667,1,0.666666666666667,1,0.666666666666667,1,1,1,1,1,1,1,1,0.5,1,1,1,1
id10571,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,1,1
id11398,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id10568,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id5547,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,1,1
id5557,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id14762,1,1,1,0,1,1,0,1,1,1,NaN,NaN,1,1,1,0,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1,1,1
id14444,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,1,1,1,1
id10816,NaN,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,1,1
id10576,NaN,NaN,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,1,1
id11395,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,0,1,NaN,1,1,1,1,0.5,1,1
id11396,NaN,NaN,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,NaN,1,1,NaN,1,1,1,NaN,NaN,1,1,1,1
