Row,id10580,id10581,id10583,id14060,id15697,id5541,id5579,id5580,id5581,id5584,id5585,id5590,id5592,id5594,id5595,id5597,id5598,id5599,id5601,id5602,id5604,id5605,id5606,id5608,id5609,id5610,id5612,id5614,id5619,id5620,id5621,id5622
id10580,1,0.454545454545455,0.333333333333333,0.714285714285714,0.625,0.5,0.545454545454545,0.818181818181818,0.818181818181818,0.727272727272727,0.909090909090909,0.727272727272727,0.909090909090909,0.909090909090909,0.909090909090909,0.363636363636364,0.454545454545455,0.727272727272727,0.636363636363636,0.818181818181818,0.727272727272727,0.909090909090909,0.363636363636364,0.272727272727273,0.454545454545455,0.3,0.727272727272727,0.636363636363636,0.818181818181818,0.727272727272727,0.909090909090909,0.636363636363636
id10581,0.888888888888889,1,0.928571428571429,0.142857142857143,0.785714285714286,1,0.555555555555556,0.722222222222222,0.944444444444444,0.111111111111111,0.333333333333333,0.722222222222222,0.888888888888889,0.833333333333333,0.888888888888889,1,0.8,0.0555555555555556,0.333333333333333,0.888888888888889,1,0.944444444444444,0.888888888888889,0.888888888888889,0.833333333333333,0.8125,0.888888888888889,0.777777777777778,0.764705882352941,0.111111111111111,0.823529411764706,0.0555555555555556
id10582,0.714285714285714,1,0.8,0.2,1,1,0.714285714285714,0.857142857142857,1,0.285714285714286,0.285714285714286,1,0.857142857142857,1,1,0.857142857142857,0.857142857142857,0.285714285714286,0.428571428571429,1,0.857142857142857,0.857142857142857,0.857142857142857,1,1,1,0.857142857142857,0.714285714285714,0.666666666666667,0.142857142857143,0.714285714285714,0.285714285714286
id10583,0.91304347826087,0.782608695652174,1,0.214285714285714,0.928571428571429,1,0.714285714285714,0.869565217391304,0.91304347826087,0.260869565217391,0.478260869565217,0.869565217391304,0.869565217391304,1,0.91304347826087,0.91304347826087,1,0.130434782608696,0.35,0.91304347826087,1,1,1,0.91304347826087,1,0.875,0.869565217391304,0.826086956521739,0.681818181818182,0.363636363636364,0.826086956521739,0.363636363636364
id10585,1,0.714285714285714,0.75,0.5,0.5,0.75,0.714285714285714,0.857142857142857,0.714285714285714,0.571428571428571,0.714285714285714,0.428571428571429,0.857142857142857,0.857142857142857,0.571428571428571,0.571428571428571,1,0.714285714285714,0.571428571428571,0.857142857142857,0.857142857142857,0.833333333333333,0.571428571428571,0.571428571428571,0.714285714285714,0.285714285714286,1,0.857142857142857,0.857142857142857,0.571428571428571,0.857142857142857,0.857142857142857
id11402,0.5,0,NaN,0,0,1,0.5,0.5,0.5,0,0.5,1,0.5,0,0,0,1,0.5,0,0.5,1,0.5,0.5,0.5,0,0,0.5,0.5,1,1,0,0
id12222,0.666666666666667,0.888888888888889,0.6,0.333333333333333,0.555555555555556,0.8,0.75,0.555555555555556,0.777777777777778,0.333333333333333,0.333333333333333,0.555555555555556,1,0.777777777777778,1,0.888888888888889,0.666666666666667,0.333333333333333,0.25,1,0.888888888888889,1,1,0.555555555555556,0.777777777777778,0.888888888888889,1,0.333333333333333,0.714285714285714,0.111111111111111,0.75,0.375
id14060,1,0.636363636363636,0.285714285714286,0.909090909090909,0.727272727272727,0.375,0.8,0.818181818181818,0.9,0.818181818181818,0.909090909090909,1,0.909090909090909,1,1,0.272727272727273,0.4,0.727272727272727,0.888888888888889,0.818181818181818,0.818181818181818,1,0.545454545454545,0.454545454545455,0.727272727272727,0.333333333333333,0.909090909090909,0.454545454545455,1,0.8,1,0.909090909090909
id14193,0.888888888888889,0.888888888888889,0.75,0.555555555555556,0.888888888888889,0.6,1,1,0.875,0.444444444444444,0.666666666666667,0.888888888888889,0.888888888888889,0.875,1,1,0.875,0.555555555555556,0.25,0.888888888888889,0.888888888888889,1,1,0.888888888888889,1,0.75,0.888888888888889,0.777777777777778,0.666666666666667,0.5,1,0.5
id14765,1,0.6,1,0.2,0.8,0.6,0.8,1,0.8,0.6,0.6,0.8,1,1,1,0.8,1,0.75,0.4,1,1,1,0.8,0.8,0.8,0.8,1,0.8,0.4,0.25,1,0.2
id15697,0.818181818181818,0.545454545454545,0.5,0.272727272727273,1,0.5,0.727272727272727,0.818181818181818,0.909090909090909,0.272727272727273,0.363636363636364,0.909090909090909,1,1,0.909090909090909,0.818181818181818,0.909090909090909,0.272727272727273,0.222222222222222,1,0.727272727272727,0.636363636363636,0.818181818181818,0.909090909090909,0.545454545454545,0.636363636363636,0.818181818181818,0.545454545454545,0.4,0.272727272727273,0.727272727272727,0.3
id16531,1,0,NaN,0.5,1,0,1,0.5,1,0.5,0.5,1,1,1,0.5,0,1,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0,0.5,0.5,0.5,0,1,0
id16532,0.916666666666667,0.666666666666667,0.6,0.75,0.75,0.833333333333333,0.916666666666667,1,0.916666666666667,0.833333333333333,0.833333333333333,0.916666666666667,0.833333333333333,1,0.75,0.5,0.75,0.75,0.6,0.916666666666667,0.916666666666667,0.916666666666667,0.5,0.833333333333333,0.75,0.333333333333333,0.916666666666667,0.666666666666667,0.909090909090909,0.545454545454545,0.916666666666667,0.636363636363636
id16533,0.5,0.5,1,0.25,0.75,0.75,0.75,0.75,0.75,0.25,0.75,0.5,1,1,0.75,0.75,0.75,0.25,0.333333333333333,1,0.75,0.75,0.5,0.5,0.5,0.5,0.75,0.5,0.666666666666667,0.25,0.75,0.25
id16534,0.857142857142857,0.857142857142857,0.8,0,1,0.714285714285714,0.571428571428571,1,1,0.142857142857143,0,0.857142857142857,1,1,1,1,0.857142857142857,0.142857142857143,0,1,0.857142857142857,1,1,1,1,1,1,0.285714285714286,0.166666666666667,0,0.857142857142857,0
id16535,1,0.5,1,0,0.5,1,0.5,0.5,1,0,0.5,0.5,1,1,1,1,1,0,0,1,1,1,1,1,1,0.5,1,1,0.5,0,1,0
id16536,0.8,0,0.333333333333333,0.75,0.6,0.2,0.8,0.8,1,0.8,0.8,0.4,0.8,0.8,0.8,0.4,0.6,0.8,0.6,0.8,0.6,0.8,0.4,0.6,0,0.4,0.6,0.8,0.4,0.6,0.4,0.6
id5541,0.923076923076923,1,1,0.333333333333333,0.666666666666667,1,0.538461538461538,0.846153846153846,0.769230769230769,0.384615384615385,0.615384615384615,0.846153846153846,0.769230769230769,0.846153846153846,0.692307692307692,0.692307692307692,0.846153846153846,0.384615384615385,0.545454545454545,0.923076923076923,1,1,0.923076923076923,0.692307692307692,0.923076923076923,0.615384615384615,0.923076923076923,0.615384615384615,0.75,0.461538461538462,0.923076923076923,0.416666666666667
id5579,1,0.642857142857143,0.5,0.727272727272727,0.545454545454545,0.75,1,1,0.785714285714286,0.571428571428571,0.857142857142857,1,0.714285714285714,1,0.785714285714286,0.571428571428571,0.928571428571429,0.642857142857143,0.5,1,1,0.857142857142857,0.571428571428571,0.5,0.785714285714286,0.416666666666667,1,1,0.769230769230769,0.692307692307692,0.923076923076923,0.769230769230769
id5580,0.933333333333333,0.733333333333333,0.363636363636364,0.555555555555556,0.888888888888889,0.666666666666667,0.769230769230769,0.933333333333333,0.866666666666667,0.333333333333333,0.733333333333333,0.866666666666667,1,0.933333333333333,1,0.666666666666667,0.666666666666667,0.4,0.533333333333333,0.933333333333333,0.8,0.933333333333333,0.666666666666667,0.4,0.666666666666667,0.545454545454545,0.8,0.6,0.857142857142857,0.428571428571429,0.846153846153846,0.5
id5581,0.964285714285714,0.75,0.631578947368421,0.36,0.92,0.928571428571429,0.62962962962963,0.928571428571429,1,0.357142857142857,0.571428571428571,0.928571428571429,0.892857142857143,1,1,0.857142857142857,0.821428571428571,0.428571428571429,0.423076923076923,1,0.857142857142857,0.857142857142857,0.714285714285714,0.785714285714286,0.785714285714286,0.6,0.857142857142857,0.642857142857143,0.740740740740741,0.538461538461538,0.925925925925926,0.538461538461538
id5583,0.8,0.6,0.333333333333333,0.5,1,0.333333333333333,0.4,0.6,0.4,0.4,0.8,0.8,1,1,0.8,0.6,0.6,0.4,0.6,1,0.8,0.6,0.6,0.4,0.6,0.4,0.8,0.4,0.8,0.8,0.8,0.4
id5584,0.91304347826087,0.608695652173913,0.4,0.75,0.875,0.7,0.739130434782609,0.91304347826087,0.772727272727273,0.91304347826087,0.869565217391304,0.826086956521739,0.739130434782609,0.956521739130435,0.782608695652174,0.565217391304348,0.652173913043478,0.782608695652174,0.818181818181818,0.91304347826087,0.869565217391304,0.695652173913043,0.434782608695652,0.304347826086957,0.565217391304348,0.333333333333333,0.956521739130435,0.652173913043478,0.727272727272727,0.727272727272727,0.954545454545455,0.818181818181818
id5585,0.857142857142857,0.428571428571429,0.6875,0.692307692307692,0.538461538461538,0.875,0.692307692307692,0.821428571428571,0.666666666666667,0.666666666666667,0.964285714285714,0.785714285714286,0.642857142857143,0.928571428571429,0.5,0.392857142857143,0.75,0.821428571428571,0.769230769230769,0.821428571428571,0.821428571428571,0.857142857142857,0.464285714285714,0.428571428571429,0.642857142857143,0.321428571428571,0.857142857142857,0.75,0.75,0.846153846153846,0.892857142857143,0.666666666666667
id5587,0.666666666666667,0.5,0.166666666666667,0.75,0.75,0,0.6,0.666666666666667,0.6,0.5,0.666666666666667,0.833333333333333,0.5,0.666666666666667,0.666666666666667,0.333333333333333,0.5,0.666666666666667,0.8,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.166666666666667,0.833333333333333,0.5,0.833333333333333,0.333333333333333,0.666666666666667,0.75,0.666666666666667,0.666666666666667
id5589,1,0.833333333333333,0.333333333333333,0.5,1,1,1,0.833333333333333,0.75,0.666666666666667,1,0.833333333333333,0.666666666666667,0.666666666666667,0.833333333333333,0.833333333333333,1,0.5,0.833333333333333,0.833333333333333,0.833333333333333,0.666666666666667,0.666666666666667,0.833333333333333,0.666666666666667,1,0.833333333333333,0.666666666666667,0.833333333333333,0.833333333333333,0.666666666666667,0.833333333333333
id5590,0.882352941176471,0.529411764705882,0.0909090909090909,0.666666666666667,0.666666666666667,0.636363636363636,0.625,0.882352941176471,0.75,0.764705882352941,0.764705882352941,1,0.647058823529412,0.941176470588235,0.764705882352941,0.470588235294118,0.470588235294118,0.764705882352941,0.785714285714286,0.882352941176471,0.882352941176471,0.882352941176471,0.529411764705882,0.529411764705882,0.647058823529412,0.333333333333333,0.882352941176471,0.764705882352941,0.705882352941177,0.8125,0.764705882352941,0.764705882352941
id5592,0.898305084745763,0.644067796610169,0.790697674418605,0.361702127659574,0.74468085106383,0.655172413793103,0.714285714285714,0.864406779661017,0.894736842105263,0.344827586206897,0.474576271186441,0.745762711864407,1,0.932203389830508,0.949152542372881,0.813559322033898,0.842105263157895,0.305084745762712,0.288461538461538,0.913793103448276,0.88135593220339,0.931034482758621,0.879310344827586,0.745762711864407,0.711864406779661,0.7,0.898305084745763,0.644067796610169,0.56140350877193,0.327586206896552,0.741379310344828,0.436363636363636
