Row,id5493,id14189,id14765,id14192,id14438,id5546,id11394,id10569,id5539,id14761,id5571,id5515,id5560,id5544,id10578,id10575,id5559,id5561,id14439,id10577,id5509,id5502,id5524,id14443,id10818,id14445,id5512,id5510,id14447,id5527,id5537,id14767,id5573,id5536,id10584,id5541,id5483,id10572,id14764,id5514,id10568,id11298,id5557,id14762,id14444,id10576,id5521,id5497,id11395,id11396,id5567,id5565
id5493,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,1,1,1,1
id14189,0.5,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,0.5,1,NaN,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,0.5,1,1,1,0.5,NaN,0,1,1,0.5,0.5,1,1,0.5,0.5,0.5,NaN,1,1,0.5,1,1
id14765,1,1,NaN,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,NaN,1,1,1,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,1,1,1,1
id14192,1,1,NaN,1,1,NaN,1,NaN,1,1,1,1,1,1,1,1,NaN,NaN,1,1,1,1,NaN,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,NaN,NaN,1,1,1,1
id14438,1,1,NaN,1,1,NaN,1,NaN,1,1,1,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1,1,NaN,NaN,1,1,1,1
id5546,1,1,1,1,0.5,1,1,1,0.8,1,1,0.8,1,1,1,1,1,1,1,1,1,1,1,0.5,0.8,1,1,1,1,0.8,0.4,1,1,1,1,1,1,1,1,1,0.8,0.8,1,1,0.5,1,1,NaN,1,1,1,1
id11394,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,NaN,1,1,1,1
id10569,1,0,1,1,0,0,0,1,1,1,0.5,0.5,0.5,1,1,1,0.5,1,1,0.5,0.5,1,0,0,0,1,1,1,1,0.5,1,1,1,0.5,0.5,0.5,0.5,1,0,1,1,0.5,1,1,1,1,NaN,NaN,1,0.5,1,0.5
id5539,1,1,NaN,1,1,NaN,1,NaN,NaN,1,1,1,1,1,1,1,NaN,NaN,1,1,1,1,1,1,1,0,NaN,1,1,1,1,1,1,0,0,NaN,0,1,1,1,1,1,1,0,0,0,NaN,NaN,1,1,0,0
id14761,1,0.5,1,1,0.5,0.5,0.5,1,1,1,0.5,1,0.5,1,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,1,1,1,1,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,1,0.5,0,0.5,0.5,0,0.5,1,1,1,0.5,1,0.5
