Row,id10417,id10421,id12208,id14348,id16272,id16674,id7853,id7872,id7884,id7885,id7887,id7893,id7917,id7923,id7927,id7968,id7984,id7990,id7991,id7994,id8000
id10417,1,0.795116772823779,0.811188811188811,0.818505338078292,0.812274368231047,0.823741007194245,0.842560553633218,0.807692307692308,0.762589928057554,0.790441176470588,0.847100175746924,0.821799307958478,0.828571428571429,0.78125,0.803819444444444,0.790870488322718,0.835129310344828,0.791932059447983,0.820815450643777,0.796536796536797,0.829968119022317
id10421,0.795116772823779,1,0.891608391608392,0.889679715302491,0.884476534296029,0.913669064748201,0.832179930795848,0.909090909090909,0.884892086330935,0.922794117647059,0.869947275922671,0.904844290657439,0.9125,0.829924650161464,0.880208333333333,0.879109225874867,0.780409041980624,0.745493107104984,0.860664523043944,0.79027027027027,0.849256900212314
id12208,0.811188811188811,0.891608391608392,1,0.871886120996441,0.888086642599278,0.89568345323741,0.856643356643357,0.884615384615385,0.87410071942446,0.911764705882353,0.902527075812274,0.912587412587413,0.89247311827957,0.819852941176471,0.877622377622378,0.870629370629371,0.793706293706294,0.776223776223776,0.886925795053004,0.791970802919708,0.86013986013986
id14348,0.818505338078292,0.889679715302491,0.871886120996441,1,0.889705882352941,0.89010989010989,0.861209964412811,0.907473309608541,0.89010989010989,0.887640449438202,0.882352941176471,0.900355871886121,0.872262773722628,0.805243445692884,0.911032028469751,0.889679715302491,0.814946619217082,0.736654804270463,0.830935251798561,0.840148698884758,0.914590747330961
id16272,0.812274368231047,0.884476534296029,0.888086642599278,0.889705882352941,1,0.899628252788104,0.837545126353791,0.895306859205776,0.866171003717472,0.91254752851711,0.899253731343284,0.906137184115523,0.892592592592593,0.809885931558935,0.870036101083033,0.877256317689531,0.787003610108303,0.772563176895307,0.864963503649635,0.778195488721805,0.844765342960289
id16674,0.823741007194245,0.913669064748201,0.89568345323741,0.89010989010989,0.899628252788104,1,0.881294964028777,0.906474820143885,0.877777777777778,0.921348314606742,0.91449814126394,0.906474820143885,0.905454545454545,0.865168539325843,0.888489208633094,0.884892086330935,0.841726618705036,0.784172661870504,0.869090909090909,0.814814814814815,0.863309352517986
id7853,0.842560553633218,0.832179930795848,0.856643356643357,0.861209964412811,0.837545126353791,0.881294964028777,1,0.853146853146853,0.845323741007194,0.845588235294118,0.901581722319859,0.854671280276817,0.860714285714286,0.843971631205674,0.847222222222222,0.852941176470588,0.890070921985816,0.762975778546713,0.901581722319859,0.7875,0.842560553633218
id7872,0.807692307692308,0.909090909090909,0.884615384615385,0.907473309608541,0.895306859205776,0.906474820143885,0.853146853146853,1,0.892086330935252,0.900735294117647,0.895306859205776,0.916083916083916,0.885304659498208,0.816176470588235,0.895104895104895,0.895104895104895,0.811188811188811,0.758741258741259,0.848056537102474,0.802919708029197,0.870629370629371
id7884,0.762589928057554,0.884892086330935,0.87410071942446,0.89010989010989,0.866171003717472,0.877777777777778,0.845323741007194,0.892086330935252,1,0.882575757575758,0.851301115241636,0.899280575539568,0.892988929889299,0.810606060606061,0.910071942446043,0.935251798561151,0.79136690647482,0.705035971223022,0.814545454545455,0.763157894736842,0.834532374100719
id7885,0.790441176470588,0.922794117647059,0.911764705882353,0.887640449438202,0.91254752851711,0.921348314606742,0.845588235294118,0.900735294117647,0.882575757575758,1,0.889733840304182,0.919117647058823,0.915129151291513,0.837121212121212,0.893382352941177,0.897058823529412,0.783088235294118,0.761029411764706,0.866171003717472,0.784615384615385,0.863970588235294
