Row,id10388,id10391,id10393,id10396,id10397,id10399,id10402,id10412,id10422,id10878,id10881,id10883,id11479,id11953,id14173,id14251,id14252,id14256,id14257,id14258,id14325,id14330,id14331,id14335,id14351,id16315,id16318,id16367,id16562,id16661,id16662,id7915,id7938,id7940,id7952
id10876,1,1,1,0.5,0.5,1,1,0.5,NaN,0.5,1,NaN,1,1,1,0.5,1,0.5,0.5,1,1,1,1,0.5,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,0.5,NaN
id10878,1,0.7,0.8,0.666666666666667,0.9,1,0.8,0.9,0.5,1,0.9,0.571428571428571,0.888888888888889,0.8,1,0.714285714285714,1,0.714285714285714,0.714285714285714,0.714285714285714,0.857142857142857,1,0.857142857142857,0.428571428571429,0.428571428571429,0.5,0.75,1,0.75,0.75,1,0.7,0.9,0.7,1
id10880,1,1,1,0.5,1,0.5,1,1,NaN,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,0.5,1,NaN
id10881,1,0.6,1,1,0.8,1,0.8,1,1,1,1,0.666666666666667,0.8,1,0.75,0.75,1,1,0.75,0.75,1,1,0.75,1,0.5,0.5,0.5,0.5,1,0.5,1,0.8,1,0.8,1
id10883,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id11479,0.6,0.8,1,0.2,1,1,0.8,0.4,1,0.4,1,0.5,1,0.6,0.75,0.5,0.75,0,0.25,0,0.25,0.5,0.75,0.5,0,0,1,1,1,0,1,0.6,0.8,0.4,1
id11953,1,1,1,0,1,1,0.5,0.5,1,0,1,0,1,1,1,0,1,1,0,0.5,0.5,1,0.5,0.5,0,0,1,0,1,0,1,0.5,0.5,0,0
id14173,0.8,0.4,1,0.8,0.8,1,1,0.8,0.333333333333333,1,1,0.5,0.6,1,1,0.6,1,0.8,0.6,1,1,1,0.6,0.6,0.6,0.75,0.75,1,1,0.75,1,1,1,0.6,1
id14174,1,1,0.5,0.5,0.5,1,0,0.5,0,0,1,1,1,0.5,1,0,1,0,0,0.5,0.5,1,0,0.5,0,0,1,0,1,0,1,0.5,1,0,1
id14251,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id14252,1,1,1,0.75,0.75,1,1,0.5,0.5,1,1,1,1,0.75,0.75,0.75,1,0.75,1,0.25,0.75,0.5,1,1,0.25,1,1,0.5,1,1,1,0.25,0.75,0.5,1
id14256,0.6,0.6,0.8,0.8,0.8,0.8,0.8,0.8,0.75,1,1,0.75,0.75,1,0.8,1,1,1,0.6,1,0.8,1,0.8,0.8,0.8,0.75,0.5,1,0.75,0.75,1,0.8,1,0.8,1
id14257,0.9,0.9,1,0.7,1,0.9,1,0.9,0.5,1,1,1,0.9,1,0.9,0.8,0.9,0.9,1,1,1,1,1,1,1,1,0.875,1,1,1,1,1,1,1,1
id14258,1,1,1,0.666666666666667,0.666666666666667,0.666666666666667,1,1,0.5,1,0.666666666666667,1,0.666666666666667,0.666666666666667,1,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.666666666666667,1,1
id14325,0.875,1,1,0.571428571428571,1,0.75,1,1,0.6,1,1,1,0.75,1,0.75,1,0.625,0.875,0.75,0.625,1,1,0.875,0.875,0.625,0.6,0.8,0.8,0.8,0.6,1,0.625,0.875,0.75,0.6
id14329,1,1,1,1,1,1,1,1,NaN,0,1,NaN,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,NaN
id14330,1,0.5,1,1,1,0.5,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
id14331,1,0.5,1,0.5,1,0.5,1,1,1,1,1,1,0.5,0.5,1,1,1,1,1,1,1,0.5,1,1,1,1,0.5,1,1,1,1,1,1,1,1
id14335,1,0.666666666666667,1,1,1,0.666666666666667,0.666666666666667,1,0.5,1,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,0.666666666666667,1,0.666666666666667,0.5,1,0.5,0.5,0.5,1,1,1,0.666666666666667,1
id14336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id14346,1,1,0.5,1,1,1,0.5,1,0,0.5,1,1,1,1,1,0.5,0.5,0,1,0.5,0.5,0,0,0.5,0.5,0,1,0,1,0,1,0,1,0.5,0
id14351,0.833333333333333,0.666666666666667,1,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,1,1,0.8,0.5,0.833333333333333,1,0.833333333333333,1,1,0.833333333333333,1,1,1,0.833333333333333,1,1,1,0.6,1,1,1,1,1,0,0.833333333333333,1
id16315,1,1,1,1,1,1,1,1,0.75,1,0.75,1,0.75,1,1,0.75,0.25,1,1,0.5,1,1,1,1,0.5,1,1,0.75,1,0.75,1,0.5,1,1,0.75
id16318,1,1,0.5,1,0.25,0.75,0.25,0.25,0,0.75,0.75,0,1,0.5,0.5,0.5,0.75,0,0.25,0.75,0,0.666666666666667,0,0,0.25,0.5,1,0.25,0.75,0.25,0.75,0.5,0.75,0,0.5
id16361,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
id16367,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,0.5,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1,1,1,1,1
id16375,1,1,0,0,1,1,1,NaN,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1
id16562,0.666666666666667,1,1,1,1,0.666666666666667,1,1,1,0.666666666666667,1,1,0.666666666666667,1,1,0.5,0.666666666666667,0.666666666666667,0.666666666666667,1,1,1,1,1,1,1,0.666666666666667,0.666666666666667,1,0.666666666666667,1,0.666666666666667,0.666666666666667,1,1
id16655,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
id16656,1,1,1,1,1,1,1,1,1,1,1,1,NaN,0,1,1,0,1,1,1,1,1,1,1,1,NaN,1,1,1,1,1,1,1,1,1
id16657,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1,1,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id16659,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
id16661,0.333333333333333,1,1,1,1,0.666666666666667,1,0.666666666666667,1,1,1,1,1,1,1,1,0.333333333333333,1,1,1,1,1,1,1,1,1,0.666666666666667,1,1,1,1,1,1,1,1
id16662,1,1,0.75,1,0.75,1,1,0.75,0.5,0.5,1,0.75,1,0.75,1,0.75,1,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,1,0.5,1,0.5,1,1,1,0.75,0.75
id16663,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
id7915,0.75,0.75,1,0.75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id7938,1,1,0.818181818181818,0.666666666666667,1,1,0.909090909090909,0.909090909090909,0,1,1,0.5,1,0.818181818181818,0.875,0.625,1,0.625,0.75,0.75,1,1,0.75,0.75,0.5,0.333333333333333,1,0.666666666666667,1,0.333333333333333,1,0.636363636363636,1,0.727272727272727,0.666666666666667
id7940,0.75,0.625,0.875,1,0.875,1,0.875,0.875,1,0.875,1,0.75,0.875,1,0.833333333333333,0.833333333333333,0.333333333333333,0.833333333333333,0.833333333333333,0.666666666666667,0.833333333333333,1,0.833333333333333,0.833333333333333,0.8,0.5,0,0.5,0.5,0.5,0.5,0.75,0.571428571428571,1,1
id7952,0.9,1,0.8,0.888888888888889,0.9,1,0.8,0.9,0.75,0.777777777777778,1,0.9,1,1,0.75,0.75,1,0.5,0.75,0.75,0.75,1,0.75,1,0.75,0.75,1,1,0.75,0.75,1,0.7,0.9,0.7,1
