bill_number,bill_id,title
HB1,144964,"Income tax; authorize job tax credit for cut and sew jobs in the upholstered household furniture manufacturing industry."
HB2,144965,"Mississippi Optional Sales Tax Act; enact."
HB3,144966,"Assistant teachers; include under the Education Employment Procedures Law."
HB4,144967,"Sales tax; reduce rate on retail sales of motorcycles."
HB5,144968,"Sentences; provide that fines from failure to have insurance card in vehicle shall not be suspended."
HB6,144969,"All-terrain vehicles; establish ownership registration network for."
HB7,144970,"Traffic-control devices; placement that placement of shall be based on factors relevant to public safety."
HB8,144971,"Homestead exemption; increase for totally disabled veterans."
HB9,144972,"Landfills; require to be a certain minimum distance from municipalities, schools, etc., unless written agreement from owner."
HB10,144973,"Income tax; exclude active duty military compensation received by a resident while stationed out of state."
HB11,144974,"Public records; delete authority of public agencies to collect certain fees."
HB12,144975,"Homestead exemption; exempt portion of increase in assessed value above assessed value for preceding year."
HB13,144976,"Handicapped parking; reserve spaces for ramp-equipped vans."
HB14,144977,"Budget; state budget requests, recommendations and appropriations shall be based on zero-based budgeting principles."
HB15,144978,"Jackson County; authorize pilot program for sheriff to use radar."
HB16,144979,"Do not call registry; include text messages."
HB17,144980,"Security freeze; delete requirement for law enforcement report of unlawful information used to place freeze."
HB18,144981,"Homestead exemption; increase."
HB19,144982,"Homestead exemption; increase."
HB20,144983,"Lawsuits; plaintiff liable for defendant's costs if defendant prevails."
HB21,144984,"Youth taken into custody by law enforcement, certain; require presence of parent before interrogation of youth occurs."
HB22,144985,"School district superintendents; appoint in all districts."
HB23,144986,"Mississippi Renewable Energy Development Act of 2010; create."
HB24,144987,"Income tax; exclude active duty military compensation received by a resident while stationed out of state."
HB25,144988,"Mississippi Highway 42; require MDOT to reconstruct a portion in Forrest and Perry Counties to four lanes."
HB26,144989,"Campaign contributions; restrict use by candidate for purposes unrelated to election campaign."
HB27,144990,"Lobbying; prohibit legislator from engaging in for four years after leaving office."
HB28,144991,"Indecent exposure; revise penalties."
HB29,144992,"School district employees; authorize voluntary dues deductions for membership in professional organizations."
HB30,144993,"Charter schools; create new process for establishing."
HB31,144994,"Assistant teachers; include under the Education Employment Procedures Law."
HB32,144995,"School nurses; require school districts to grant same leave allowances as allowed teachers."
HB33,144996,"Crimes; revise crime of animal cruelty and exempt certain activities from constituting the crime."
HB34,144997,"Crimes; revise prohibition against conducting certain animal fights."
HB35,144998,"Educator sexual misconduct; revise reporting requirements and criminal penalty for such with a student."
HB36,144999,"Mississippi Charter Public School Act; create."
HB37,145000,"Ad valorem tax; bring forward certain sections of law regarding assessment of property for purposes of."
HB38,145001,"Mississippi Civil Rights Museum; construct in Leflore County and place under jurisdiction of Department of Archives and History."
HB39,145002,"Mississippi Civil Rights Museum; create under Department of Archives and History and issue bonds to construct."
HB40,145003,"Appropriation; IHL for Special Task Force for Revitalization of the Mississippi Delta Region."
HB41,145004,"Mississippi Delta Region Revitalization Act of 2006; reenact sections repealed on July 1, 2009, and extend repealer."
HB42,145005,"Implied Consent Law; provide enhanced penalties for higher blood alcohol concentration."
HB43,145006,"Child endangerment; provide for DUI violations."
HB44,145007,"Bonds; increase amount of bonds authorized for a space, science and education center in Hancock County."
HB45,145008,"Life support system; state's official position for courts to follow is to sustain life if conflict between family members."
HB46,145009,"Sales tax; exempt sales of utilities to churches."
HB47,145010,"Health care providers; provide for a lien on certain third-party payment for services to patient or policyholder."
HB48,145011,"Health insurance; prohibit issuance of policy restricting insurer from assigning benefits to provider."
HB49,145012,"Workers' compensation; prohibit discharge of employee filing claim in good faith."
HB50,145013,"Tobacco use by minors; provide penalty for possession."
HB51,145014,"Eminent domain; restrict use of."
HB52,145015,"Annexed territory; prohibit municipality from levying ad valorem taxes until services are provided."
HB53,145016,"Automobile insurance; provide that payment of a total loss claim include payment for certain taxes and fees."
HB54,145017,"Smoke Free Air Act of 2010; enact."
HB55,145018,"Death penalty; revise written finding requirements by a jury to impose."
HB56,145019,"Write-in candidates; allow voter to write in the name of any individual on the ballot."
HB57,145020,"Income tax; partially exclude active duty military compensation received by nonresident while stationed in this state."
HB58,145021,"Fishing privileges; authorize reciprocity with adjacent states for persons 65 or older."
HB59,145022,"Sales tax; reduce on retail sales of certain food."
HB60,145023,"Crimes; create offense of using cell phone without hands-free accessories while driving."
HB61,145024,"DUI; revise minimum penalty for death and maiming."
HB62,145025,"School buses; increase maximum authorized speed limits."
HB63,145026,"Death penalty; provide moratorium for purposes of completing study on impact."
HB64,145027,"All-terrain vehicles; prohibit the operation of on public highways, roads and streets."
HB65,145028,"Death penalty; require notice of state's intention to seek or reject."
HB66,145029,"DUI; clarify no plea bargaining for repeat offenders."
