bill_number,bill_id,title
HB1,194555,American Recovery and Reinvestment Act of 2009
HB2,194556,Children's Health Insurance Program Reauthorization Act of 2009
HB11,194557,Lilly Ledbetter Fair Pay Act of 2009
HB12,194558,Paycheck Fairness Act
HB13,194559,TEACH for Our Future Act of 2009
HB14,194560,Federal Ocean Acidification Research And Monitoring Act of 2009
HB15,194561,National Health Insurance Act
HB16,194562,To amend the Internal Revenue Code of 1986 to make permanent the deduction of State and local general sales taxes.
HB17,194563,Citizens' Self-Defense Act of 2009
HB18,194564,Powder-Crack Cocaine Penalty Equalization Act of 2009
HB19,194565,To require employers to conduct employment eligibility verification.
HB20,194566,Melanie Blocker Stokes Mom's Opportunity to Access Health Education Research and Support for Postpartum Depression Act
HB21,194567,Ocean Conservation Education and National Strategy for the 21st Century Act
HB22,194568,United States Postal Service Financial Relief Act of 2009
HB23,194569,Belated Thank You to the Merchant Mariners of World War II Act of 2009
HB24,194570,To redesignate the Department of the Navy as the Department of the Navy and Marine Corps.
HB25,194571,Fair Tax Act of 2009
HB26,194572,Eating Disorders Awareness Prevention and Education Act of 2009
HB27,194573,Medicare Fraud Prevention and Enforcement Act of 2009
HB28,194574,Teacher Tax Reduction Act of 2009
HB29,194575,Homeless Children and Youth Act of 2009
HB30,194576,401Kids Family Savings Act of 2009
HB31,194577,Lumbee Recognition Act
HB32,194578,Veterans Outreach Improvement Act of 2009
HB33,194579,Disability Benefit Fairness Act of 2009
HB34,194580,Midnight Rule Act
HB35,194581,Presidential Records Act Amendments of 2009
HB36,194582,Presidential Library Donation Reform Act of 2009
HB37,194583,Systematic Foreclosure Prevention and Mortgage Modification Act
HB38,194584,Riverside-Corona Feeder Water Supply Act
HB39,194585,Udall-Eisenhower Arctic Wilderness Act
HB40,194586,Commission to Study Reparation Proposals for African-Americans Act
HB41,194587,To provide for Federal research development demonstration and commercial application activities to enable the development of farms that are net producers of both food and energy and for other purposes.
HB42,194588,Commission on Wartime Relocation and Internment of Latin Americans of Japanese Descent Act
HB43,194589,Medicare Access to Rehabilitation Services Act of 2009
HB44,194590,Guam World War II Loyalty Recognition Act
HB45,194591,Blair Holt's Firearm Licensing and Record of Sale Act of 2009
HB46,194592,Family Self-Sufficiency Act of 2009
HB47,194593,Expand and Preserve Home Ownership Through Counseling Act
HB48,194594,Asian Carp Prevention and Control Act
HB49,194595,American Energy Independence and Price Reduction Act
HB50,194596,Social Security Identity Theft Prevention Act
HB51,194597,Eradicating Asian Carp in the Great Lakes Study Act of 2009
HB52,194598,Tropical Forest and Coral Conservation Act
HB53,194599,Bad Polluters Act of 2009
HB54,194600,Great Lakes Water Protection Act
HB55,194601,Commuter Act of 2009
HB56,194602,To permit certain school districts in Illinois to be reconstituted for purposes of determining assistance under the Impact Aid program.
HB57,194603,Terrorist Rewards Enhancement Act of 2009
HB58,194604,Green Schools Act
HB59,194605,Ex-Offenders Voting Rights Act of 2009
HB60,194606,Early Detection of Dyslexia in Children Act of 2009
HB61,194607,Federal Prison Bureau Nonviolent Offender Relief Act of 2009
HB62,194608,Hurricane Katrina Disaster Inquiry Commission Act of 2009
HB63,194609,To amend title XVIII of the Social Security Act to require hospitals reimbursed under the Medicare system to establish and implement security procedures to reduce the likelihood of infant patient abduction and baby switching including procedures for identifying all infant patients in the hospital in a manner that ensures that it will be evident if infants are missing from the hospital.
HB64,194610,Military Commissions Habeas Corpus Restoration Act of 2009
HB65,194611,Military Success in Iraq Commemoration Act of 2009
HB66,194612,Military Success in Iraq And Diplomatic Surge for National and Political Reconciliation in Iraq Act of 2009
HB67,194613,No FEAR Act of 2009
HB68,194614,No More Tulias: Drug Law Enforcement Evidentiary Standards Improvement Act of 2009
HB69,194615,No One Strike Eviction Act of 2009
HB70,194616,Noose Hate Crime Act of 2009
HB71,194617,Save America's Utility Infrastructure and Secure America Now Act of 2009
HB72,194618,To increase global stability and security for the United States and the international community by reducing the number of individuals who are de jure or de facto stateless and at risk of being trafficked.
HB73,194619,Traffic Stops Along the Border Statistics Study Act of 2009
HB74,194620,Financial Oversight Commission Act of 2009
HB75,194621,To authorize the Secretary of the Interior to construct facilities to provide water for irrigation municipal domestic military and other uses from the Santa Margarita River California and for other purposes.
HB76,194622,Elsinore Valley Municipal Water District Wastewater and Recycled Water Facilities Act of 2009
HB77,194623,Health Care Incentive Act
HB78,194624,Stop Mortgage Fraud Act
HB79,194625,To amend subtitle IV of title 40 United States Code regarding county additions to the Appalachian region.
HB80,194626,Captive Primate Safety Act
HB81,194627,Shark Conservation Act of 2009
HB82,194628,To expand retroactive eligibility of the Army Combat Action Badge to include members of the Army who participated in combat during which they personally engaged or were personally engaged by the enemy at any time on or after December 7 1941.
HB83,194629,Homeowners Insurance Protection Act of 2009
HB84,194630,Veterans Timely Access to Health Care Act
HB85,194631,Marriage Tax Penalty Permanent Elimination Act of 2009
HB86,194632,To eliminate an unused lighthouse reservation provide management consistency by incorporating the rocks and small islands along the coast of Orange County California into the California Coastal National Monument managed by the Bureau of Land Management and meet the original Congressional intent of preserving Orange County's rocks and small islands and for other purposes.
HB87,194633,Put Your Money Where Your Mouth Is Act of 2009
HB88,194634,City of Oxnard Water Recycling and Desalination Act of 2009
HB89,194635,Goleta Water Distribution System Conveyance Act
HB90,194636,Public Official Accountability Act
HB91,194637,To amend the Federal Food Drug and Cosmetic Act to authorize the shipment of prescription drugs between the States and the Virgin Islands.
HB92,194638,To amend titles XI and XIX of the Social Security Act to remove the cap on Medicaid payments for Puerto Rico the Virgin Islands Guam the Northern Mariana Islands and American Samoa and to adjust the Medicaid statutory matching rate for those territories.
HB93,194639,To extend the supplemental security income benefits program to Guam and the United States Virgin Islands.
HB94,194640,To amend the Internal Revenue Code of 1986 to repeal the cap on the cover over of tax on distilled spirits to Puerto Rico and the Virgin Islands.
HB95,194641,Virgin Islands Improvement Act of 2009
HB96,194642,Save Family-Owned Farms and Small Businesses Act of 2009
HB97,194643,Deceptive Practices and Voter Intimidation Prevention Act of 2009
HB98,194644,Illegal Immigration Enforcement and Social Security Protection Act of 2009
HB99,194645,Fair and Simple Tax Act of 2009
HB100,194646,Commonsense Auto Recovery Act of 2009
HB101,194647,Economic Recovery Through Responsible Homeownership Act of 2009
HB102,194648,To authorize appropriations for the San Gabriel Basin Restoration Fund.
HB103,194649,Caging Prohibition Act of 2009
HB104,194650,To establish a national commission on presidential war powers and civil liberties.
HB105,194651,Voting Opportunity and Technology Enhancement Rights Act of 2009
HB106,194652,American Opportunity Tax Credit Act of 2009
HB107,194653,Securing Medicare and Retirement for Tomorrow Act of 2009
HB108,194654,Disabled Veterans Commissary and Exchange Store Benefits Act
HB109,194655,America's Affordable Health Care Act of 2009
HB110,194656,Human Cloning Prohibition Act of 2009
HB111,194657,Community Choice in Real Estate Act
HB112,194658,Homestead National Monument of America Boundary Expansion Act
HB113,194659,To provide for audits of programs projects and activities funded through earmarks.
HB114,194660,Veterans Entrepreneurial Transition Business Benefit Act
HB115,194661,To amend the Internal Revenue Code of 1986 to provide for tax exempt qualified small issue bonds to finance agricultural processing property.
HB116,194662,Robo Calls Off Phones (Robo COP) Act
HB117,194663,To prohibit a State from imposing a discriminatory commuter tax on nonresidents and for other purposes.
HB118,194664,To authorize the addition of 100 acres to Morristown National Historical Park.
HB119,194665,To direct the Administrator of the Federal Emergency Management Agency to designate New Jersey Task Force 1 as part of the National Urban Search and Rescue System.
HB120,194666,To amend the Internal Revenue Code of 1986 to allow the alternative motor vehicle personal credit against the alternative minimum tax.
HB121,194667,Smarter Funding for All of America's Homeland Security Act of 2007
HB122,194668,Protecting the Privacy of Social Security Numbers Act of 2009
HB123,194669,Credit Agencies Identity Theft Responsibilities Act of 2009
HB124,194670,Secure the Capitol Act
HB125,194671,To eliminate the exceptions to the prohibition on adjustment of status of aliens who are unlawfully present in the United States or who accept unauthorized employment.
HB126,194672,To amend the Immigration and Nationality Act to limit citizenship at birth merely by virtue of birth in the United States to persons with citizen or legal resident mothers.
HB127,194673,To amend the Immigration and Nationality Act to change certain requirements relating to a sponsor's affidavit of support for an alien.
HB128,194674,Respect for the Law Act of 2009
HB129,194675,To authorize the conveyance of certain National Forest System lands in the Los Padres National Forest in California.
HB130,194676,Los Padres National Forest Land Exchange Act
HB131,194677,Ronald Reagan Centennial Commission Act
HB132,194678,Total Overhaul of Totalization Agreements Law of 2009
HB133,194679,Identity Theft Notification Act of 2009
HB134,194680,EEOICPA Ombudsman Extension and Enhancement Act of 2009
HB135,194681,Twenty-First Century Water Commission Act of 2009
