Row,id11040,id11041,id11042,id11045,id11047,id11048,id11049,id11050,id11051,id11053,id11054,id11055,id11056,id11057,id11058,id11059,id11060,id11062,id11063,id11064,id11065,id11066,id11067,id11069,id11070,id11071,id11072,id11073,id11076,id11077,id11080,id11099,id11100,id11120,id11122,id11123,id11124,id11126,id11127,id11128,id11129,id11130,id11132,id11133,id11135,id11136,id11137,id11138,id11139,id11140,id11141,id11143,id11144,id11145,id11146,id11159,id11163,id11164,id11605,id11606,id11799,id11801,id11802,id11803,id11804,id11806,id13318,id14026,id14083,id14084,id14135,id14886,id14888,id14891,id14897,id14902,id14903,id14906,id14907,id14909,id14912,id14915,id14918,id14921,id14922,id14923,id14924,id14925,id15051,id15206,id15212,id15213,id15224,id15228,id15230,id15237,id15240,id15243,id16037,id16101,id16236,id16270,id16447,id16449,id16450,id16451,id16452,id16453,id16454,id16455,id16456,id16457,id16458,id16460,id16462,id16463,id16467,id16468,id16472,id16473,id16475,id16476,id16478,id16479,id16480,id16483,id16501,id8965,id9073,id9081,id9126,id9151,id9154,id9157,id9162,id9168,id9171,id9172,id9173,id9175,id9176,id9177,id9178,id9179,id9181,id9182,id9186,id9188,id9191,id9192,id9193,id9194,id9195,id9197,id9199,id9200,id9202,id9209,id9211,id9213,id9214,id9215,id9216,id9217,id9219,id9220,id9222,id9225,id9228,id9231,id9232,id9237,id9243,id9247,id9254,id9257,id9264,id9269,id9270,id9271,id9273,id9274,id9279,id9280,id9282,id9283,id9284,id9287,id9289,id9293,id9294,id9295,id9296,id9302,id9308,id9311,id9315,id9316,id9320,id9321,id9322,id9323,id9324,id9329,id9330,id9332,id9333,id9334,id9335,id9337,id9340,id9341,id9343,id9344,id9345,id9346,id9358,id9359,id9362,id9363,id9365,id9368,id9371,id9372,id9375,id9376,id9378,id9379,id9381,id9383,id9384,id9388,id9389,id9549,id9630
id11040,80,81,82,82,81,79,79,80,81,82,72,81,80,82,81,82,81,80,82,81,50,80,80,82,81,81,82,82,81,82,81,82,81,80,82,81,80,59,82,82,81,82,82,77,70,81,82,81,74,82,81,81,79,79,81,82,82,81,81,82,81,74,58,79,81,81,70,51,50,49,51,51,50,50,52,51,52,50,52,52,52,50,51,52,52,52,51,52,52,51,52,52,52,50,51,51,52,48,48,40,35,29,29,29,29,29,28,28,29,29,29,29,29,29,28,29,28,29,29,29,29,29,29,27,29,29,29,82,80,82,80,82,81,77,81,76,81,80,81,81,82,82,81,78,82,80,82,76,77,82,82,78,82,82,81,82,82,80,82,81,82,78,82,80,82,82,81,81,81,79,80,81,78,82,74,81,82,81,81,82,80,81,81,82,79,81,79,82,82,82,81,82,82,82,82,78,81,81,54,82,81,82,82,81,82,81,81,82,82,80,82,81,81,80,73,80,80,80,79,82,81,82,82,82,81,82,82,82,80,72,82,74,82,81,79
id11041,50,50,50,51,47,49,49,51,50,51,45,50,50,51,49,51,51,50,51,51,30,48,51,51,51,50,51,51,49,51,50,51,51,50,51,51,50,35,51,51,51,51,51,49,44,51,51,49,46,51,51,50,49,49,51,51,51,49,51,50,50,46,35,50,51,49,46,36,34,33,35,35,36,35,36,36,35,35,36,36,36,35,35,36,36,36,36,36,36,34,36,36,36,35,35,36,36,33,31,25,22,22,20,20,20,19,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,19,20,19,20,51,50,51,50,51,50,48,51,44,51,50,50,51,51,51,50,50,51,49,51,48,49,51,51,49,51,51,51,51,50,49,50,50,51,50,51,48,51,51,49,51,49,49,50,51,47,51,45,50,51,50,50,51,49,50,51,51,48,50,47,51,51,51,50,51,50,51,51,48,50,51,32,51,50,51,51,51,51,50,51,51,51,51,51,50,50,47,47,49,51,51,51,51,50,51,51,49,51,51,51,50,49,47,51,47,50,49,50
id11042,63,65,65,65,62,63,65,63,63,65,58,64,65,65,64,65,64,65,65,64,43,61,65,65,65,65,63,65,64,65,65,65,64,60,65,65,63,46,65,65,64,65,65,62,55,64,65,63,61,65,64,64,65,63,65,65,65,65,65,64,64,56,46,63,64,64,53,40,39,38,39,40,40,40,41,41,41,41,41,41,41,38,41,41,41,41,40,40,41,40,41,41,41,40,40,40,41,39,36,27,25,23,22,22,22,22,22,22,21,22,22,22,22,22,21,22,21,22,22,22,22,22,22,20,22,19,22,65,64,65,64,64,63,59,64,59,61,65,63,65,64,65,65,63,65,61,65,61,62,65,64,62,65,65,62,64,64,62,65,63,65,64,65,65,64,65,65,65,63,63,63,65,61,65,59,61,65,65,62,64,63,65,65,63,63,65,62,65,65,65,64,65,65,65,65,62,64,65,43,65,63,65,65,65,65,65,65,65,65,64,64,63,64,64,60,64,65,63,65,65,63,65,65,65,65,65,64,64,63,56,63,59,64,64,63
id11045,55,57,57,57,55,55,55,56,56,57,49,55,57,57,56,57,57,56,57,56,30,56,57,57,57,57,57,56,55,57,57,57,57,55,57,57,55,39,57,57,57,57,57,54,49,56,57,56,53,57,55,54,55,55,57,57,57,57,57,56,56,49,38,57,55,55,46,45,41,42,44,43,43,43,44,44,44,43,43,43,44,42,43,44,44,43,42,44,44,42,44,44,44,42,43,42,44,38,40,33,28,26,26,26,26,26,26,26,25,26,26,26,26,26,25,26,25,26,26,26,26,26,26,24,26,25,26,57,53,57,56,56,55,54,57,52,57,56,56,57,57,57,57,52,57,56,57,54,55,56,56,54,57,57,56,57,56,55,56,56,57,55,57,54,57,57,56,56,56,56,56,57,52,56,51,57,57,56,56,57,56,56,56,57,53,57,53,57,57,57,56,57,57,56,57,53,55,56,31,57,56,57,57,57,57,57,57,56,57,56,56,55,56,56,49,56,57,54,57,57,56,57,57,57,56,57,56,57,55,47,57,52,56,56,55
id11047,55,55,54,55,52,52,54,55,53,55,48,52,55,55,54,55,54,55,55,55,33,52,55,55,55,55,54,55,54,55,54,55,54,53,55,55,52,35,54,55,54,55,55,52,47,55,55,54,51,55,54,54,53,52,55,55,55,53,55,55,54,50,35,55,55,53,46,40,38,37,39,39,40,39,40,40,40,39,40,40,40,39,40,40,40,40,40,40,40,38,40,40,40,39,39,39,40,37,35,27,23,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,19,20,20,20,20,20,20,20,20,19,20,55,53,55,54,54,53,49,55,51,53,54,54,55,55,55,55,54,55,54,55,52,52,55,54,52,55,55,55,55,55,53,55,54,55,54,55,53,55,55,55,55,54,53,53,55,53,55,50,52,55,55,54,55,53,54,55,55,51,55,50,55,55,55,54,55,54,54,55,54,54,55,37,55,54,55,55,55,55,55,55,55,55,54,55,54,54,52,51,54,55,54,55,55,53,55,55,54,55,55,55,54,53,52,55,51,55,54,54
id11048,44,46,46,46,46,45,43,46,45,46,41,46,46,46,46,46,46,46,46,45,22,44,46,46,46,46,46,45,46,46,46,46,46,43,46,46,43,35,46,46,46,46,45,44,43,46,46,46,44,46,45,46,44,44,46,46,46,45,46,45,46,41,35,46,45,46,40,35,32,31,33,33,33,33,34,34,34,33,33,33,34,33,34,34,34,34,34,34,34,32,34,34,34,32,33,32,34,32,32,27,25,22,23,23,23,23,23,23,22,22,23,23,23,23,22,23,22,23,23,23,23,23,23,21,23,23,23,46,45,46,46,45,45,44,46,41,46,45,46,46,46,46,45,44,46,44,46,43,45,46,46,43,46,45,42,46,44,44,46,46,46,44,46,44,46,46,45,46,45,44,46,46,45,45,41,46,46,46,45,46,46,46,46,46,44,46,43,46,46,46,45,45,46,46,46,42,46,46,23,46,45,46,46,46,46,45,46,45,45,45,45,45,45,44,44,45,45,46,46,46,45,45,46,46,46,46,46,46,44,39,45,38,46,45,46
id11049,65,66,66,66,65,63,66,65,65,66,63,66,65,66,65,66,66,64,66,65,47,64,65,66,64,65,66,66,64,66,66,66,66,62,66,65,65,44,66,64,66,66,66,60,56,66,66,64,59,66,66,64,65,64,66,66,65,66,65,66,65,56,44,64,65,65,52,40,38,38,39,38,39,39,40,40,40,40,40,40,40,39,37,40,40,40,40,39,39,39,40,40,40,39,39,40,40,36,36,26,23,18,18,18,18,18,18,18,18,18,18,18,18,18,17,18,18,18,18,18,18,18,18,18,18,17,18,66,66,66,65,66,65,61,66,62,65,66,65,65,65,66,66,64,66,64,66,59,64,66,64,62,66,66,65,65,66,63,65,64,66,63,66,66,65,65,65,65,63,64,66,64,63,66,58,66,66,65,65,66,65,66,65,66,65,65,64,66,66,66,65,66,66,66,66,62,65,65,48,66,65,65,66,65,66,65,65,66,66,65,65,64,65,65,59,65,64,64,64,66,65,65,66,65,65,66,64,66,64,59,66,62,66,65,66
id11050,52,54,55,55,53,52,54,54,54,55,49,54,54,55,54,55,54,55,55,55,33,52,55,55,54,55,54,55,54,55,54,55,54,54,55,55,53,40,55,55,55,55,55,51,49,54,55,52,52,55,54,54,54,52,55,55,55,55,55,54,52,48,40,53,55,53,42,36,35,33,33,34,35,34,35,35,35,35,35,35,35,33,34,35,35,35,34,35,35,34,35,34,35,34,34,34,35,32,31,27,23,20,20,20,20,20,20,19,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,19,20,19,20,55,53,55,55,55,53,52,55,48,55,54,54,54,55,55,55,53,54,53,55,48,51,55,55,53,55,55,55,55,54,53,54,54,55,54,55,53,55,55,53,55,53,54,54,55,50,55,46,53,55,55,54,55,53,54,55,55,48,54,51,55,55,55,55,55,55,54,55,53,53,55,37,55,54,55,55,54,55,55,55,55,55,53,54,54,54,53,50,54,54,54,53,55,54,55,54,54,54,55,55,54,53,49,55,54,54,55,54
id11051,81,83,84,84,82,81,82,82,83,84,77,82,82,84,83,84,83,82,84,83,48,80,84,84,83,83,84,84,83,84,83,84,83,82,84,82,81,60,83,83,84,84,84,79,74,83,84,82,78,84,83,84,82,82,83,84,84,83,82,83,82,73,60,80,83,82,69,56,54,52,54,55,55,54,56,56,56,54,56,56,56,54,54,56,56,56,54,56,55,54,56,55,56,54,55,55,56,51,51,42,38,33,32,32,32,32,31,31,31,31,32,32,32,32,31,32,31,32,32,32,32,32,32,30,32,32,32,84,82,84,83,84,83,78,84,77,82,82,84,82,83,83,84,80,84,81,84,77,81,84,83,81,84,84,82,83,83,81,83,82,84,80,84,81,84,84,82,84,83,82,82,83,79,84,75,81,84,83,80,83,82,83,83,83,79,82,80,84,84,84,83,84,84,84,84,81,82,84,51,84,82,83,84,82,84,84,83,84,84,82,84,82,82,82,76,83,84,82,83,84,83,84,84,84,83,84,84,83,82,74,84,79,83,83,81
id11053,62,62,62,62,59,60,61,62,61,62,56,60,61,61,60,62,61,61,62,62,32,59,62,62,62,62,60,62,60,62,62,62,61,59,62,62,59,47,62,62,61,62,62,58,57,62,62,60,56,62,62,61,59,61,62,62,62,61,62,61,62,55,47,61,62,60,50,42,40,41,42,42,42,42,43,43,43,42,43,43,43,41,43,43,43,43,42,43,43,41,43,42,43,42,42,42,43,39,39,33,30,28,27,28,28,28,28,28,28,28,28,28,28,28,27,28,27,27,28,28,28,28,28,28,28,26,28,62,60,62,61,61,61,58,61,57,61,61,61,62,61,62,62,61,62,59,62,59,58,62,61,59,62,62,62,62,62,59,62,61,62,60,62,61,62,62,61,62,61,60,60,62,58,62,55,60,62,61,60,62,60,62,62,62,58,62,58,62,62,62,61,62,62,61,62,58,59,62,36,62,61,62,62,62,62,62,62,62,62,61,62,60,60,60,57,61,62,60,62,62,61,62,62,62,62,62,62,61,60,55,62,56,61,61,61
