Row,id10753,id13858,id6204,id6208,id6228,id6245,id6255,id6256,id6257,id6258,id6264,id6265,id6268,id6271,id6272,id6274,id6280,id6283
id10753,1,1,0.909090909090909,1,1,1,1,1,0.909090909090909,1,0.923076923076923,1,1,0.923076923076923,0.923076923076923,0.0833333333333333,1,1
id12024,1,1,0.666666666666667,0.857142857142857,1,0.833333333333333,0.857142857142857,0.8,0.666666666666667,1,0.714285714285714,0.714285714285714,0.857142857142857,1,0.714285714285714,0.571428571428571,1,0.857142857142857
id12166,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0
id13858,1,1,1,1,1,1,1,0.952380952380952,1,1,1,1,0.958333333333333,1,1,0.217391304347826,1,1
id14780,1,1,0.666666666666667,0.857142857142857,1,0.857142857142857,0.857142857142857,0.8,0.666666666666667,1,0.714285714285714,0.714285714285714,0.857142857142857,1,0.714285714285714,0.571428571428571,1,0.857142857142857
id14781,1,1,0.666666666666667,1,1,1,1,1,0.666666666666667,1,0.666666666666667,0.333333333333333,0.666666666666667,1,0.666666666666667,0.666666666666667,0.666666666666667,1
id15770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
id6204,1,1,1,1,1,1,1,1,1,1,1,1,0.909090909090909,1,1,0.227272727272727,1,1
id6208,1,1,0.941176470588235,1,1,0.95,1,1,0.941176470588235,1,1,1,0.952380952380952,1,1,0.238095238095238,1,0.952380952380952
id6228,1,1,0.954545454545455,1,1,1,1,1,1,1,0.958333333333333,1,0.958333333333333,1,0.958333333333333,0.166666666666667,1,1
id6245,1,1,0.933333333333333,1,1,1,1,0.916666666666667,0.933333333333333,1,0.9375,0.9375,0.9375,1,0.9375,0.25,1,1
id6255,0.95,1,1,1,1,1,1,0.947368421052632,1,1,1,1,0.95,1,1,0.2,1,1
id6256,1,1,1,1,1,1,1,1,1,0.916666666666667,1,1,0.846153846153846,1,1,0.230769230769231,0.923076923076923,1
id6257,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.181818181818182,1,1
id6258,1,1,1,1,1,1,1,1,1,1,1,1,0.857142857142857,1,1,0.0714285714285714,1,1
id6264,1,1,0.916666666666667,1,1,1,1,1,1,0.923076923076923,1,1,1,1,1,0.466666666666667,1,1
id6265,0.933333333333333,1,1,1,1,1,1,0.923076923076923,1,1,1,1,0.933333333333333,1,1,0.0666666666666667,1,1
id6268,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0909090909090909,1,1
id6271,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5,1,1
id6272,1,1,1,1,1,0.961538461538462,1,0.958333333333333,1,1,1,1,0.925925925925926,1,1,0.259259259259259,1,1
id6273,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
id6274,1,0.888888888888889,1,1,1,0.875,0.777777777777778,1,1,0.777777777777778,1,0.888888888888889,0.777777777777778,1,0.888888888888889,0.857142857142857,0.777777777777778,1
id6275,1,1,0,1,1,1,1,NaN,0,1,0,0,1,1,0,1,1,1
id6279,1,0.714285714285714,0.571428571428571,1,0.714285714285714,0.666666666666667,0.571428571428571,0.8,0.571428571428571,0.666666666666667,0.571428571428571,0.714285714285714,0.857142857142857,1,0.428571428571429,0.857142857142857,0.714285714285714,0.714285714285714
id6280,1,1,0.941176470588235,1,1,1,1,1,1,1,0.941176470588235,1,1,1,0.941176470588235,0.266666666666667,1,1
id6282,1,1,1,0.857142857142857,1,1,0.857142857142857,0.8,1,1,0.857142857142857,0.714285714285714,0.714285714285714,1,0.857142857142857,0.333333333333333,0.857142857142857,1
id6283,1,1,1,1,1,1,1,1,1,1,0.923076923076923,0.923076923076923,1,1,1,0.384615384615385,1,1
id6286,1,0.5,0,1,1,1,0.5,1,0,1,0.5,0,0.5,1,0.5,1,0.5,1
