Row,id10753,id13858,id6204,id6208,id6228,id6245,id6255,id6256,id6257,id6258,id6264,id6265,id6268,id6271,id6272,id6280,id6283
id10753,1,0.956521739130435,0.923423423423423,0.976284584980237,0.963562753036437,0.935483870967742,0.936507936507937,0.959183673469388,0.938864628820961,0.946902654867257,0.939516129032258,0.944664031620553,0.940711462450593,0.971887550200803,0.932806324110672,0.949367088607595,0.955102040816327
id13858,0.956521739130435,1,0.956175298804781,0.968197879858657,0.992779783393502,0.967272727272727,0.968085106382979,0.959558823529412,0.961240310077519,0.952941176470588,0.963898916967509,0.968197879858657,0.957597173144876,0.964028776978417,0.954063604240283,0.970037453183521,0.978181818181818
id6204,0.923423423423423,0.956175298804781,1,0.944223107569721,0.960159362549801,0.958847736625514,0.952,0.9375,0.972111553784861,0.955357142857143,0.971544715447154,0.936254980079681,0.928286852589641,0.959349593495935,0.956175298804781,0.94468085106383,0.975609756097561
id6208,0.976284584980237,0.968197879858657,0.944223107569721,1,0.978339350180505,0.956363636363636,0.957446808510638,0.977941176470588,0.957364341085271,0.956862745098039,0.967509025270758,0.964664310954064,0.96113074204947,0.989208633093525,0.950530035335689,0.958801498127341,0.970909090909091
id6228,0.963562753036437,0.992779783393502,0.960159362549801,0.978339350180505,1,0.977695167286245,0.97463768115942,0.966165413533835,0.965116279069767,0.968,0.970588235294118,0.96028880866426,0.949458483754513,0.974264705882353,0.953068592057762,0.961685823754789,0.985294117647059
id6245,0.935483870967742,0.967272727272727,0.958847736625514,0.956363636363636,0.977695167286245,1,0.956363636363636,0.947565543071161,0.956,0.943775100401606,0.951672862453532,0.934545454545455,0.938181818181818,0.959259259259259,0.941818181818182,0.942084942084942,0.977611940298508
id6255,0.936507936507937,0.968085106382979,0.952,0.957446808510638,0.97463768115942,0.956363636363636,1,0.955719557195572,0.964980544747082,0.956692913385827,0.963768115942029,0.950354609929078,0.953900709219858,0.953068592057762,0.950354609929078,0.962406015037594,0.974545454545454
id6256,0.959183673469388,0.959558823529412,0.9375,0.977941176470588,0.966165413533835,0.947565543071161,0.955719557195572,1,0.951417004048583,0.942622950819672,0.962406015037594,0.952205882352941,0.944852941176471,0.966292134831461,0.944852941176471,0.9453125,0.958333333333333
id6257,0.938864628820961,0.961240310077519,0.972111553784861,0.957364341085271,0.965116279069767,0.956,0.964980544747082,0.951417004048583,1,0.961038961038961,0.980237154150198,0.949612403100775,0.941860465116279,0.972332015810277,0.953488372093023,0.950413223140496,0.972332015810277
id6258,0.946902654867257,0.952941176470588,0.955357142857143,0.956862745098039,0.968,0.943775100401606,0.956692913385827,0.942622950819672,0.961038961038961,1,0.948207171314741,0.941176470588235,0.937254901960784,0.956521739130435,0.941176470588235,0.9581589958159,0.959677419354839
id6264,0.939516129032258,0.963898916967509,0.971544715447154,0.967509025270758,0.970588235294118,0.951672862453532,0.963768115942029,0.962406015037594,0.980237154150198,0.948207171314741,1,0.96028880866426,0.949458483754513,0.970909090909091,0.974729241877256,0.954022988505747,0.970260223048327
id6265,0.944664031620553,0.968197879858657,0.936254980079681,0.964664310954064,0.96028880866426,0.934545454545455,0.950354609929078,0.952205882352941,0.949612403100775,0.941176470588235,0.96028880866426,1,0.96113074204947,0.953237410071942,0.950530035335689,0.966292134831461,0.952727272727273
id6268,0.940711462450593,0.957597173144876,0.928286852589641,0.96113074204947,0.949458483754513,0.938181818181818,0.953900709219858,0.944852941176471,0.941860465116279,0.937254901960784,0.949458483754513,0.96113074204947,1,0.956834532374101,0.946996466431095,0.970037453183521,0.949090909090909
id6271,0.971887550200803,0.964028776978417,0.959349593495935,0.989208633093525,0.974264705882353,0.959259259259259,0.953068592057762,0.966292134831461,0.972332015810277,0.956521739130435,0.970909090909091,0.953237410071942,0.956834532374101,1,0.953237410071942,0.961832061068702,0.974074074074074
id6272,0.932806324110672,0.954063604240283,0.956175298804781,0.950530035335689,0.953068592057762,0.941818181818182,0.950354609929078,0.944852941176471,0.953488372093023,0.941176470588235,0.974729241877256,0.950530035335689,0.946996466431095,0.953237410071942,1,0.951310861423221,0.952727272727273
id6280,0.949367088607595,0.970037453183521,0.94468085106383,0.958801498127341,0.961685823754789,0.942084942084942,0.962406015037594,0.9453125,0.950413223140496,0.9581589958159,0.954022988505747,0.966292134831461,0.970037453183521,0.961832061068702,0.951310861423221,1,0.969230769230769
id6283,0.955102040816327,0.978181818181818,0.975609756097561,0.970909090909091,0.985294117647059,0.977611940298508,0.974545454545454,0.958333333333333,0.972332015810277,0.959677419354839,0.970260223048327,0.952727272727273,0.949090909090909,0.974074074074074,0.952727272727273,0.969230769230769,1
