bill_number,bill_id,title
HB1,672482,"AN ACT proposing to amend Section 181 of the Constitution of Kentucky relating to local levies of sales and use taxes."
HB2,672464,"AN ACT relating to wages."
HB3,672329,"AN ACT relating to the medical use of cannabis."
HB4,672438,"AN ACT relating to funding for Kentucky Teachers' Retirement System and making an appropriation therefor."
HB8,712337,"AN ACT relating to interpersonal protective orders."
HB10,710844,"AN ACT relating to tax credits for hiring legally blind or severely disabled individuals."
HB11,651722,"AN ACT relating to public benefit corporations."
HB12,651721,"AN ACT relating to drone surveillance."
HB13,651720,"AN ACT relating to preserving the right of Kentuckians to own and use firearms."
HB14,654107,"AN ACT relating to the valuation of motor vehicles for property tax purposes."
HB15,654267,"AN ACT relating to grandparent visitation rights."
HB16,654354,"AN ACT relating to individual income tax."
HB17,654477,"AN ACT relating to the inheritance tax."
HB18,655622,"AN ACT relating to the transfer of academic credit."
HB19,655698,"AN ACT relating to the disposal of vehicles forfeited to law enforcement agencies."
HB20,655696,"AN ACT relating to the valuation of motor vehicles for property tax purposes."
HB21,655695,"AN ACT relating to interscholastic extracurricular activities."
HB22,655738,"AN ACT relating to stalking."
HB23,655834,"AN ACT relating to coal severance revenues."
HB24,655833,"AN ACT relating to dextromethorphan abuse."
HB25,655835,"AN ACT relating to sales and use tax holidays and declaring an emergency."
HB26,655890,"AN ACT proposing an amendment to Section 145 of the Constitution of Kentucky relating to persons entitled to vote."
HB27,655946,"AN ACT relating to sex offender registrants."
HB28,655944,"AN ACT relating to legislative procedures for state fiscal measures."
HB29,655942,"AN ACT relating to foreign law."
HB30,655945,"AN ACT relating to school notification of persons authorized to contact or remove a child."
HB31,655943,"AN ACT proposing an amendment to Section 42 of the Constitution of Kentucky relating to compensation for members of the General Assembly."
HB32,656073,"AN ACT relating to controlled substances."
HB33,656106,"AN ACT relating to public school standards."
HB34,656314,"AN ACT relating to districts of innovation."
HB35,656307,"AN ACT relating to the promotion of organ and tissue donation."
HB36,656298,"AN ACT relating to sales and use taxation."
HB37,656404,"AN ACT relating to the valuation of motor vehicles for property tax purposes."
HB38,657444,"AN ACT relating to mandatory prosecutorial training in driving under the influence cases."
HB39,657443,"AN ACT relating to prosecutions for driving under the influence."
HB40,657606,"AN ACT relating to criminal records."
HB41,657629,"AN ACT relating to treatment of substance abuse."
HB42,657728,"AN ACT relating to the involuntary termination of parental rights."
HB43,657885,"AN ACT prohibiting smoking in public places and places of employment."
HB44,657910,"AN ACT relating to rescue squad benefits."
HB45,657981,"AN ACT relating to TVA in-lieu-of-tax payments and making an appropriation therefor."
