bill_number,bill_id,title
HB2,219750,"Income tax, state; small business investment tax credit."
HB12,219751,"Group health insurance; allows coverage to be extended to full-time students under age 27."
HB15,219752,"Terrorism, federal; those accused or convicted shall not be held in custody in state/local facility."
HB20,219753,"Disabled veteran; definition."
HB47,219754,"Income tax, state; telework expenses tax credit."
HB57,219755,"Business, professional, and occupational license (BPOL) tax; limits on rates and imposition."
HB59,219756,"General registrar; appointment by electoral board."
HB73,219757,"Income tax, state; additional personal exemption for surviving spouse or head of household."
HB75,219758,"License plates, special; issuance to those bearing national motto: ""In God We Trust."""
HB89,219759,"Virginia Wind Underwriting Association; created."
HB94,219760,"Income tax, corporate; reduction of rate for up to three years for certain small businesses."
HB110,219761,"BPOL tax; localities to decide to impose on business's gross receipts or its State taxable income."
HB122,219762,"Conflict of interests; prohibited conduct for certain officers and employees of state government."
HB123,219763,"Virginia Nanotechnology Authority Act; created, report."
HB164,219764,"Protective orders; authorizes judicial officer to require respondent be subject to GPS monitoring."
HB207,219765,"Police lineups; establishes a uniform procedure to be used by all law-enforcement agencies."
HB216,219766,"Assault and battery against a family or household member; protective order, penalty."
HB219,219767,"Adverse possession; abolition."
HB226,219768,"TANF; eligibility of assistance when convicted of drug-related felonies."
HB234,227178,"License plates, special; issuance to members and former members of U.S. Navy."
HB242,227179,"Judicial vacancies; removes requirement of certifying prior to legislature filling vacancies."
HB245,219769,"Gate City, Town of; Transportation Board to allow provision of access roads."
HB246,219770,"Local government investment pool; limitations."
HB252,219771,"Unemployment benefits; waiver of overpayment due to administrative error."
HB259,219772,"Transportation-disadvantaged persons; requires State to develop plans to assist."
HB261,219773,"Low-profit limited liability companies; definition."
HB276,219774,"Highway maintenance funds; requires CTB to allocate funds on basis of achieving level of disparity."
HB280,219775,"Fraud to accomplish vote on union organization; person guilty of misdemeanor."
HB282,219776,"Newspapers; may petition circuit court for authority to publish legal notices and publications."
HB285,219777,"Companion animals; court may include in protective order provisions prohibiting harm."
HB292,227180,"Circuit courts; shall have original and general jurisdiction over certain cases."
HB301,219778,"Autopsy; retention and disposal of specimens."
HB305,219779,"Voluntary admission; person admitted to facility for mental health treatment after detention order."
HB306,219780,"Adverse medical outcomes; pilot program created."
HB307,219781,"Involuntary temporary detention order; hearing after execution."
HB309,219782,"Summary judgment; documents that can serve as basis for motion."
HB310,219783,"Offers of judgment; costs."
HB327,219784,"Electric energy efficiency standard; established."
HB329,219785,"Lawn fertilizers; prohibits use and application of those that contain phosphorus."
HB338,219786,"Claims; Mr. and Mrs. Brian Cebula."
HB347,219787,"Anesthesia; hospitals develop procedure for discharge of individuals who had procedures requiring."
HB372,219788,"Minors; name change presumed to be in minor's best interest."
HB383,219789,"Utility cooperatives; electing members of board of directors by proportional representation."
HB392,219790,"Vehicles damaged by water; increases threshold for reporting water damage."
HB420,219791,"License plates, special; issuance to those with certain medical conditions."
HB424,219792,"Audiologists; authority to dispense hearing aids."
HB440,219793,"Accident and sickness insurance policies; coverage of children who are under age 27."
HB441,219794,"Community and agricultural net metering; requires State Corporation Commission to establish program."
HB453,219795,"Protective orders; service of notice by law-enforcement officer."
HB464,219796,"Virginia Respite Care Registry and Fund; established."
HB474,219797,"Public utility lines; procedure municipality may obtain to place across a railroad right-of-way."
HB483,219798,"Juvenile correctional centers; appointment of counsel to assist confined individuals."
HB484,219799,"Water or sewer companies; serving more than 25 customers to incorporate as public service company."
HB494,219800,"Notary public; civil immunity for local government officers, employees, and volunteers."
HB508,219801,"Sewage sludge; Water Control Board to notify owners of land of proposed land application site."
HB512,219802,"Lyme disease; allows a licensed physician to prescribe long-term antibiotic therapy."
HB524,219803,"Lobbyist's disclosure statement; Secretary of Commonwealth to redesign form."
HB528,219804,"Physical restraint of student; requires school principal or his designee to notify parents."
HB536,219805,"Individual health insurance coverage; resident of State shall not be required to obtain a policy."
HB539,219806,"Group accident and sickness insurance coverage; minimum number of covered persons."
HB541,219807,"Group accident and sickness insurance; coverage extended to insure parent of insured group member."
HB546,219808,"Motor carriers of passengers; requires permits from DMV before operating on highways."
HB573,219809,"Public nuisances; locality to include activity or conduct that causes annoyance, etc."
HB597,219810,"Signing death certificates; continuing education upon receipt of three or more complaints."
HB601,219811,"Medical laboratory scientists technicians; may practice if registered with Board of Medicine."
HB607,219812,"Technology, Nanotechnology, and Biotechnology Investment Fund; created."
HB616,219813,"License plates, special; issuance to supporters of Relay for Life."
HB622,219814,"Education & financial literacy; implement through relevant SOL and career and technical programs."
HB632,219815,"Income tax, corporate and state; credit for land conservation."
HB641,219816,"Freedom of Information Act; requests for records may be made by any citizen of United States."
HB656,219817,"Protective orders; authorizes judicial officer require that respondent be subject to GPS monitoring."
HB661,219818,"Line of Duty Death and Health Benefits Trust Fund; established."
HB665,219819,"Budget bill; Governor to provide for additional appropriations to Transportation Trust Fund."
HB675,219820,"Transmission lines; SCC to establish certain conditions to minimize adverse environmental impact."
HB683,219821,"Retail Sales and Use Tax; exemption on gold, silver, and platinum bullion costing over $1,000."
HB685,219822,"Child pornography; solicitation, possession, or production thereof by a minor, penalty."
HB696,219823,"Surface & groundwaters; Water Control Board impose penalty when failure to report water withdrawal."
HB698,219824,"Nursing homes, assisted living facilities, etc.; licensure required to submit emergency plans."
HB699,219825,"Uniform Commercial Code; prohibits inclusion in a sales agreement."
HB720,219826,"Health insurance choice; created."
HB724,219827,"Open Education Curriculum Board; established."
