bill_number,bill_id,title
HB1,668415,Reserved for the Speaker.
HB2,668445,Medicare Access and CHIP Reauthorization Act of 2015
HB3,668091,Keystone XL Pipeline Act
HB4,668563,Reserved for the Speaker.
HB5,668808,Student Success Act
HB6,668571,21st Century Cures Act
HB7,668532,No Taxpayer Funding for Abortion and Abortion Insurance Full Disclosure Act of 2015
HB8,668580,North American Energy Security and Infrastructure Act of 2015
HB9,668600,Innovation Act
HB10,668724,SOAR Reauthorization Act Scholarships for Opportunity and Results Reauthorization Act
HB11,668484,Reserved for the Minority Leader.
HB12,668453,Voter Empowerment Act of 2015
HB13,668406,Reserved for the Minority Leader.
HB14,668473,Reserved for the Minority Leader.
HB15,668800,Reserved for the Minority Leader.
HB16,668816,Reserved for the Minority Leader.
HB17,668425,Reserved for the Minority Leader.
HB18,668543,Reserved for the Minority Leader.
HB19,668646,Reserved for the Minority Leader.
HB20,668465,Government By the People Act of 2015
HB21,668337,To provide for a comprehensive assessment of the scientific and technical research on the implications of the use of mid-level ethanol blends and for other purposes.
HB22,668323,Hire More Heroes Act of 2015
HB23,668125,National Windstorm Impact Reduction Act Reauthorization of 2015
HB24,668137,Federal Reserve Transparency Act of 2015
HB25,668186,FairTax Act of 2015
HB26,668101,Terrorism Risk Insurance Program Reauthorization Act of 2015
HB27,668341,Tax Code Termination Act
HB28,668203,Keystone For a Secure Tomorrow Act
HB29,668327,Separation of Powers Act of 2015
HB30,668263,Save American Workers Act of 2015
HB31,668104,Prevention of Executive Amnesty Act of 2015
HB32,668234,Defense of Legal Workers Act of 2015
HB33,668160,Protecting Volunteer Firefighters and Emergency Responders Act
HB34,668348,Tsunami Warning Education and Research Act of 2015
HB35,668188,Low-Dose Radiation Research Act of 2015
HB36,668200,Pain-Capable Unborn Child Protection Act
HB37,668138,Promoting Job Creation and Reducing Small Business Burdens Act
HB38,668296,Preventing Executive Overreach on Immigration Act of 2015
