bill_number,bill_id,title
HB1,667232,"School superintendents; require to certify all statistical information submitted to the State Dept. of Education."
HB2,667190,"Income tax; revise provisions regarding certain business deductions."
HB3,667443,"Internal audit law; remove condition for specific appropriations to fund, and delay implementation date."
HB4,667505,"Income tax; revise provisions regarding net income of nonresidents, revise definition of term ""doing business."""
HB5,667207,"Interrogations; require that all conducted by law enforcement be recorded on video."
HB6,667320,"State advertising; prohibit elected and appointed officers from publicly participating in."
HB7,667341,"Supplemental Legislative Retirement Plan; new legislators not members and current members don't earn additional credit."
HB8,667126,"Chancery clerk; revise provisions regulating certain dual role county positions and salary inclusions."
HB9,667322,"State employees; provide for increase in annual compensation for those with annual salary under $50,000.00."
HB10,667222,"The Evelyn Gandy Family Forward Act; enact."
HB11,667333,"Commercial driver's license; provide that certain drivers with visual impairment in one eye may obtain."
HB12,667494,"Student grades; enhance penalty imposed on school districts for influencing falsification of."
HB13,667154,"Ad valorem tax; authorize partial exemption for agricultural land that is converted to a residential use."
HB14,667568,"Sales tax; exempt sales of electricity, street lights and security equipment to homeowners' associations for security purposes."
HB15,667480,"Hotel renovation projects sales tax incentive; authorize for certain projects."
HB16,667297,"School buses; mandate use of cameras on exterior and interior of for safety purposes."
HB17,667465,"Law Enforcement Officers Death Benefits Trust Fund; expand to include coroners and emergency management personnel."
HB18,667116,"Parole Board and DOC; require to keep certain information when investigating an applicant for clemency recommendation."
HB19,667337,"Pawnbrokers, title pledge lenders and check cashers; reduce maximum rate of interest that they may charge for their services."
HB20,667206,"Budget; State Fiscal Officer shall not reduce funds of Department of Education when state revenues fall below estimate."
HB21,667414,"Grandparents' visitation rights; expand availability of."
HB22,667566,"All-terrain vehicles; establish ownership registration network for."
HB23,667192,"Local Governments MSWIN Infrastructure and Equipment Revolving Loan Program; create."
HB24,667552,"Firearms; prohibit altering serial number."
HB25,667304,"Enhanced Wireless Emergency Telephone Service (E-911); bring forward for purposes of possible amendments."
HB26,667513,"City councils in cities with populations of 60,000 or more; authorize to hire additional staff."
HB27,667399,"City councils in cities with populations of 40,000 or more; authorize to hire additional staff."
HB28,667432,"Commitment proceeding; director of treatment facility shall not unduly withhold admittance to."
HB29,667150,"State inmate eligible for release, certain; require to receive certain notification regarding searches after inmate is released."
HB30,667524,"Income tax; state agencies and political subdivisions may collect debt by a setoff against the debtor's refund."
HB31,667535,"Retirement; persons convicted of certain felonies shall forfeit benefits from PERS, SLRP and MHSPRS."
HB32,667195,"Pharmacists; may substitute interchangeable biological products for a prescribed product under certain conditions."
HB33,667398,"Income tax; authorize a credit for taxpayers that employ certain veterans."
HB34,667383,"School districts; exempt those meeting the highest levels of accreditation standards from certain duties."
HB35,667165,"School administrators; prohibit districts from hiring as consultant if last employed by a failing district."
HB36,667265,"Appropriations; IHL to fund Plan of Action to Address the Prevention of Unintended Pregnancies."
HB37,667185,"Appropriation; Community College Board to fund Plan of Action to Address the Prevention of Unintended Pregnancies."
HB38,667545,"Bonds; authorize issuance to provide funds for the Small Municipalities and Limited Population Counties Fund."
HB39,667412,"Bonds; authorize issuance for repair and renovation of the MS Coliseum and construction of a new trade mart."
HB40,667458,"County roads and bridges; revise definition of ""meeting"" to exclude inspection of."
HB41,667132,"Texting; prohibit while driving."
HB42,667159,"Texting; prohibit while driving."
HB43,667215,"Texting; prohibit while driving."
HB44,667237,"Memorial bridge; designate certain bridge in Lowndes County as the ""Senator Terry W. Brown Memorial Bridge""."
HB45,667180,"Ad valorem tax; remove the provision that prescribes the manner in which affordable rental housing must be appraised."
HB46,667554,"Student transfer; prohibit boards in districts rated as ""D"" or ""F"" from denying to better performing district."
HB47,667560,"Sales tax; exempt retail sales of school supplies during the last weekend in July."
HB48,667122,"Compulsory School Attendance Law; lower mandatory age to 5 years."
HB49,667274,"Income tax; provide credit to contractors for homes constructed in accordance with certain Green standards."
HB50,667507,"Bonds; authorize issuance for tourism rail line in Adams, Franklin and Lincoln Counties."
HB51,667416,"Income tax; authorize an adjustment to gross income for higher education tuition, fees and other costs."
HB52,667239,"Income tax; authorize a credit for certain small businesses that create new jobs."
HB53,667582,"Income tax; allow credit to grocers for part of cost of purchasing locally grown or produced agricultural products."
HB54,667385,"Certificates of public convenience and necessity for uncertificated areas in public improvement districts; revise notice for."
HB55,667172,"University of Mississippi Medical Center - ACT Center Fund; require annual transfer of funds from State General Fund to."
HB56,667371,"Medicaid; bring forward section that specifies the persons who are eligible for."
HB57,667280,"Grand jury indictment; defendant entitled to hearing before upon request."
HB58,667357,"Jurors; revise competency requirements."
HB59,667487,"Discovery; defendant entitled to in criminal cases in all courts."
HB60,667293,"School revenue; provide local levying authority with veto power of school board's request for increase in tax measure."
HB61,667250,"School cafeterias; require local school board to adopt policy allowing donation of surplus food to charity."
HB62,667176,"School security and campus safety; create task force to study growing incidences of school violence and enhanced safety measures."
HB63,667490,"State parks; require Department of Wildlife, Fisheries and Parks to provide Wi-Fi access in all."
HB64,667161,"Open primaries; authorize."
HB65,667246,"Wildlife management areas; authorize use of golf carts or club cars on to access hunting areas."
HB66,667144,"Vaccination program for first responders; authorize certain volunteer fire department personnel to participate in."
HB67,667574,"Antibullying awareness; require school districts to provide personnel with professional development training to detect signs of."
HB68,667210,"School bus violations; require portion of fines to be used to purchase and install automated school bus safety cameras."
HB69,667284,"Mississippi English Language Learners Scholarship Program; create under the Critical Needs Teacher Scholarship Program."
HB70,667276,"Dental insurance; require State Designated Dental Insurance Plan as option for state employees."
HB71,667516,"School district transfer; reduce distance from 30 to 20 miles to permit enrollment in closer school in adjacent district."
HB72,667128,"Commercial driver's license; require DPS to provide for renewals in each county seat at request of board of supervisors."
HB73,667142,"Ad valorem taxes; allow local contribution to follow students who transfer to another school district."
HB74,667482,"Task force to study the impact of immigrants on poverty in Mississippi; create."
HB75,667437,"Income tax; authorize a credit for taxpayers pursuing associate degree or baccalaureate degree."
HB76,667234,"Early Graduation Achievement Act of 2015; create to provide scholarship incentive for early high school graduates."
HB77,667315,"State-assisted Local Road Construction and Maintenance Program; create for counties and municipalities under certain populations."
HB78,667463,"Graduate degree teacher incentive loans; establish for teachers agreeing to teach in public schools or IHLs."
HB79,667309,"Individual development accounts; authorize for certain low-income individuals."
HB80,667502,"Tobacco; increase excise tax on all products except cigarettes."
HB81,667522,"Cigarettes; increase excise tax on."
HB82,667500,"Alcohol; increase excise tax and markup on alcoholic beverages, increase excise tax on beer."
HB83,667254,"Open primaries elections; authorize for state, county and municipal offices."
HB84,667460,"Ad valorem taxes; delete school board's authority to increase more than 2% without referendum approval."
HB85,667120,"Ad Valorem taxes; delete school board's authority to increase without referendum approval."
HB86,667212,"Student transfers between school districts; require approved transfer to remain in effect unless student's address changes."
HB87,667327,"Official state poem; designate ""I Am Mississippi"" as."
HB88,667118,"Ad valorem tax; exempt certain business personal property from."
HB89,667361,"Assistant teachers; require school districts to notify of nonreemployment within 10 days after adoption of budget."
HB90,667563,"Health insurance; prohibit specialty tiers and certain copayments."
HB91,667478,"Income and franchise tax; allow refundable credit for costs of purchasing/leasing &amp; installing solar electric energy system."
HB92,667548,"School buses; require use of seat belts on."
HB93,667526,"Crimes; create for using cell phone without hands-free accessories while driving."
HB94,667389,"Retail businesses; those that accept credit cards for payment shall have cameras to record persons using the cards."
HB95,667271,"Inmate Welfare Fund; establish certain rules and regulations for."
HB96,667453,"Professional school counselors; establish pilot program in certain school districts with high incidences of teen pregnancy."
HB97,667580,"Counties; authorize donations to establish behavioral treatment court collaborative."
HB98,667537,"Family dynamics; include in public school curriculum as a required component."
HB99,667578,"Appropriation; Mental Health for Hinds County to fund care for incarcerated persons with behavioral health issues."
HB100,667339,"Health insurance policies; payment and reimbursement to state's academic medical center shall be at a comparable rate."
HB101,667576,"Vision insurance; prohibit provider contracts from establishing or limiting fees for noncovered services."
HB102,667224,"Income tax; authorize a credit for employers who pay the cost of a qualified wellness program."
HB103,667410,"Sales tax; reduce rate on retail sales of motorcycles."
HB104,667425,"Mississippi Telephone Solicitation Act; provide that online pharmacies are not exempt from."
HB105,667313,"The Mississippi Recall Act; enact."
HB106,667542,"Homestead exemption; provide for owners of certain manufactured homes or mobile homes."
HB107,667374,"Income tax; revise provisions regarding certain business deductions."
HB108,667130,"Income tax; authorize a deduction for contributions to qualified tuition programs."
HB109,667434,"State Personnel Board; require to create process for state employees to suggest improvement for state agency operations."
HB110,667406,"Insurance; remove certain restrictions on political subdivisions to qualify as self-insurer."
HB111,667473,"Autocycles; define and exempt from helmet and motorcycle endorsement requirements."
HB112,667244,"The Evelyn Gandy Fair Pay Act; create."
HB113,667335,"Fair Pay Act; create to require equivalent pay for equivalent jobs."
HB114,667282,"Mississippi Rural Hospital Transition and Improvement Grant Program; establish."
HB115,667146,"Mississippi Motor Vehicle Safety Inspection Law; revise various provisions regarding."
HB116,667401,"MS Motor Vehicle Safety Inspection Law; revise to use fees for highway patrol school."
HB117,667199,"Motor vehicle inspection sticker fees; provide shall be deposited in fund for new trooper schools."
HB118,667420,"Municipal annexation; provide that an election shall be held to vote on the question."
HB119,667288,"Mack Jordan Memorial Highway; designate segment of U.S. Highway 84 in Covington County as."
HB120,667135,"Mississippi Adequate Education Program; fully fund for FY16 and each year thereafter."
HB121,667475,"Hearing aids; exempt sales of hearing aids when ordered/prescribed by a physician, audiologist or hearing aid specialist for a patient."
HB122,667295,"School board members; increase annual salary of and remove prohibition on membership in PERS."
HB123,667201,"Disabled veteran license tag; authorized disability decal for certain."
HB124,667530,"MS Adolescent Center; shall be a part of and administered by Boswell Regional Center."
HB125,667256,"Utility cooperatives; include industrial customers in calculation of percentage of gross revenue sales paid to municipalities."
HB126,667496,"Elected official; prohibit from changing political party affiliation during term of office."
HB127,667485,"Medicaid; expand eligibility under federal health care reform law."
HB128,667219,"Riding Bailiffs; increase amount of payments for each day of service."
HB129,667263,"Highway; provide weight exemption for transporting commodities from ports on Tennessee-Tombigbee Waterway."
HB130,667367,"School attendance; authorize exemptions from vaccinations for medical reasons or conscientious beliefs for."
HB131,667163,"Commercial motor vehicles; allow to by pass inspection station if driver of cannot completely exit highway to enter."
HB132,667359,"Commercial driver's license; exempt church-owned vehicles from definition of commercial motor vehicle for purposes of."
HB133,667301,"Water wells &amp; septic tanks; if properly functioning, owners not required to connect property to central system."
HB134,667260,"Candy; prohibit sale of that mimics tobacco."
HB135,667570,"Highways; require MDOT install rumble strips along shoulders of newly constructed or resurfaced roadways."
HB136,667369,"Ad valorem tax; exempt business inventories from."
HB137,667329,"Income tax; authorize an adjustment to gross income for portion of self-employment taxes paid by self-employed individuals."
HB138,667325,"Home schooled students; authorize participation in public school extracurricular activities."
HB139,667448,"Taxing entities; require to file annual report providing amount of tax revenues received."
HB140,667441,"Left-hand lane; allow driving only if passing, turning or in an emergency."
HB141,667456,"Sales tax; create diversion to counties."
HB142,667290,"Hunting license; authorize issuance to nonresident of adjoining Mississippi counties at resident rate and designation."
HB143,667423,"Sales tax; create diversion to counties, divert additional revenue to Motor Vehicle Ad Valorem Tax Reduction Fund."
HB144,667392,"BP Oil spill settlement funds; require state agencies to pose information about expenditure of on DFA transparency website."
HB145,667183,"Alcoholic beverages; create exception for cultural and educational centers from distance restrictions on sale or storage of."
HB146,667556,"Alcohol beverages; create exception for cultural and educational centers from distance restrictions on sale and storage of."
HB147,667170,"Bonds; authorize general obligation bonds for the Mississippi Arts and Entertainment Center."
HB148,667533,"School board members; revise annual salary of."
HB149,667217,"Commercial driver's license; authorize driver with diabetes to be examined by board certified advanced diabetes management nurse."
HB150,667363,"Ad valorem tax; provide partial exemption for certain business personal property."
HB151,667403,"Motor vehicles; require check with Department of Revenue before scrapping."
HB152,673072,"Telecommunications towers and antennas; require certain to have markings for aviation safety."
HB153,673117,"""MS Uniform Statutory Rule Against Perpetuities""; create."
HB154,673039,"Conjugal visits; prohibit for offenders committed to the custody of the Department of Corrections."
HB155,673062,"Historic property income tax credit; increase maximum amount of credits available and extend time within which taxpayers may be eligible to receive."
HB156,672974,"School accountability system; remove requirement for a combined state-federal system and revise name of state standards."
HB157,672884,"Birth certificate; change surname of child to that of natural father upon proof of marriage to the child's mother."
HB158,672918,"Grandparent visitation; revise to include great-grandparent visitation rights."
HB159,672950,"Estates; provide for a statutory order of abatement for shares of distributees of property of a deceased."
HB160,673146,"Foreign executor or administrator; revise authority of financial institutions to turn over property or funds of a decedent to."
HB161,673021,"Concealed weapons permit; exempt retired law enforcement officers."
HB162,672908,"Conservator; allow appointment for a single transaction."
HB163,673082,"Uniform Premarital and Marital Agreements Act; enact."
HB164,673034,"Property exempt from seizure under execution or attachment; increase quantity of land included in homestead exemption."
HB165,673126,"Unfair Claims Settlement Practices Act; create under authority of Insurance Commissioner."
HB166,673130,"Flood insurance; release certain property owners from requirements to purchase."
HB167,673037,"Whistleblower Law; provide for damages."
HB168,672914,"Attorneys; exempt certain former judges from continuing legal education requirements."
HB169,672855,"Campaign contributions; restrict use by candidate for purposes unrelated to election campaign."
HB170,672782,"Lobbying; prohibit legislator from engaging in for four years after leaving office."
HB171,672834,"Mississippi Criminal Justice Commission; create."
HB172,673051,"""Utility Worker Protection Act;"" create and include killing of worker as capital murder."
HB173,673001,"Employers; prohibit from inquiring about applicant's criminal history."
HB174,672947,"""Mississippi Postsecondary Textbook Pricing and Access Act of 2015""; enact."
HB175,672848,"Children's products; ban phthalates and other ingredients from."
HB176,673140,"Utility Worker Protection Act; create."
HB177,672805,"Courts; prohibit from applying foreign law under certain circumstances."
HB178,673110,"Firearm Protection Act; enact."
HB179,673136,"Mineral rights; revert to surface owner after certain period of time."
HB180,672785,"Death sentence; revise time for appeals."
HB181,673101,"MS Charter School Authorizer Board; provide protection from civil liability under the MS Tort Claims Act."
HB182,673014,"Real Property owners; revise standard of care owed to guests and invitees."
HB183,673057,"Justice court; provide jurisdiction over property seized for game and fish violations."
HB184,672874,"Mississippi Tort Claims Act; revise to provide firefighters immunity for emergency response services."
HB185,672779,"Divorce; revise habitual cruel and inhuman treatment to include verbal, emotional or psychological abuse."
HB186,672845,"Dentists; provide immunity for if necessary medical services are provided without expectation of payment."
HB187,672988,"""The Mississippi Children's Motor Vehicle Rescue Act""; create."
HB188,672998,"Unemployment benefits; remove one-week waiting period."
HB189,673048,"Check cashers; reduce maximum rate of interest that may be charged for cashing checks."
HB190,672937,"Homestead exemption; increase for persons 70 years of age or older."
HB191,673133,"Rural Fire Truck Acquisition Assistance Program; authorize an additional round for counties and municipalities."
HB192,672869,"Appropriation; Bridge Replacement and Rehabilitation Fund for funding bridge program."
HB193,672842,"Appropriation; Rural Fire Truck Fund for additional round of trucks under Acquisition Assistance Program."
HB194,672858,"Insurance companies; require to offer property and casualty insurance if offered in another state."
HB195,672795,"Sales tax; exempt retail sales of school supplies during the last weekend in July."
HB196,673065,"Undocumented students; allow to attend college at in-state tuition rates subject to certain conditions."
HB197,673085,"Mississippi Foundation for Early Childhood Development; create."
HB198,672877,"Commission on Local Government Efficiency and Reform; create."
HB199,672892,"Mississippi Development Authority; require to conduct review of infrastructures in counties with high rates of poverty."
HB200,673011,"Income tax; provide a credit to qualified MS cybersecurity companies for certain investments in those companies."
HB201,673124,"Income &amp; franchise tax; allow refundable credit for costs of purchasing/installing solar energy system or energy efficiency services."
HB202,673107,"English language learners; increase funding to districts with 20% or more enrolled student population comprised of."
HB203,672984,"English language learners; require SDE to grant waivers of accountability for certain school districts with increased enrollment of."
HB204,672924,"Health care providers; prohibit conditioning of licensure upon participation in certain health plans."
HB205,673075,"MS Responder Mgmt System; registrants receive workers' compensation for death or injury responding to emergency."
HB206,672819,"Public Service Commission; repeal authority to use alternate method of cost recovery on certain power generation."
HB207,672809,"Land conveyance; require letter of attorney to be recorded in county where land is located."
HB208,672960,"Election Commissioner; authorize to receive mileage reimbursement."
HB209,672862,"Commissioner of Insurance; authorize to enjoin entities from engaging in unlicensed activities."
HB210,673143,"Car Rental Limited License; provide that employee or agent of company with shall not be required to have license."
HB211,672930,"Insurance agents; allow to dispose of certain signed documents after three years."
HB212,673120,"Mississippi B-On-Time Student Loan Program; create."
HB213,672940,"CON; organize various provisions of CON law into separate code sections."
HB214,672866,"School attendance officers; increase number of days by which reports of excessive unlawful absences must be reported to."
HB215,673054,"Physicians; authorize special volunteer medical license for those serving as active duty military or in National Guard or Reserves."
HB216,672832,"Homestead exemption; provide additional exemption for certain persons 65 years of age or older or totally disabled."
HB217,672957,"Sixteenth section land funds; revise manner by which funds received from the sale of nonrenewable resources are invested."
HB218,672788,"Sales tax; reduce rate on sales of certain equipment to contractors for construction related use."
HB219,672991,"Sales tax; exempt retail sales of parts used to maintain or repair certain truck-tractors and semitrailers."
HB220,673024,"Income tax; authorize a credit for costs incurred for storm shelter/safe room for primary residence."
HB221,672977,"Municipal elections; revise procedure when tied."
HB222,672911,"Highway 15; designate certain segment in Jones County as the ""Coach Morris Brown Memorial Highway."""
HB223,672887,"Medicaid; expand eligibility under federal health care reform law."
HB224,672838,"Teachers; exempt those with 25 or more years experience from continuing education unit requirement at renewal of license."
HB225,672822,"Fees associated with successful prosecutions of paternity case; revise."
HB226,673098,"Retirement; PERS members convicted of job-related felonies shall be terminated from system."
HB227,672966,"MS Dyslexia Therapy Scholarship for Students with Dyslexia Program; revise eligibility through Grade 12."
HB228,673069,"Open primaries; authorize."
HB229,672921,"Uninsured motorist; provide certain may not recover noneconomic loss in accident with insured driver."
HB230,673095,"Voter rolls; revise how the commissioners of election are required to purge voter rolls."
HB231,673018,"Capital murder; include beheading in definition of."
HB232,672812,"Patent infringements; penalize bad faith assertions of."
HB233,672829,"Mortgages; establish alternative foreclosure procedures giving borrowers a chance to modify their loans first."
HB234,672933,"Mortgages; establish foreclosure procedures giving borrowers a chance to modify their loans first."
HB235,672825,"Expunction; revise."
HB236,672971,"Nursing homes; require to purchase and maintain a minimum amount of liability insurance."
HB237,672954,"Concealed weapon permit; revise training requirements to include honorably discharged military."
HB238,672798,"Subdivision plats; provide that future filings may be in digital media format."
HB239,672792,"Uniform Deployed Parents Custody and Visitation Act; enact."
HB240,672994,"Crimes; create offense of fraudulent use of military records."
HB241,673008,"Controlled substances; include derivatives of synthetic cannabinoids."
HB242,672802,"Expunction of misdemeanor convictions; revise provisions regulating."
HB243,672895,"Voyeurism; revise meaning of."
HB244,673088,"The Mississippi Children's Good Samaritan Motor Vehicle Rescue Act; create."
HB245,672881,"School Violence Prevention Act of 2015; enact to address the crime of cyberbullying."
HB246,673027,"Fraud; create procedure to recover false tax claims and other claims."
HB247,673091,"Radar; prohibit use within 1,000 feet of posted point where speed limit is reduced."
HB248,672981,"Firearms; allow parole and probation officers to keep upon retirement."
HB249,673495,"Sexual assault evidence; provide policy for submission and analysis."
HB250,673499,"Law enforcement officer; create discipline commission to hear complaints."
HB251,673179,"Crimes; prohibit installing or selling counterfeit air bags."
HB252,673602,"Public drunkenness; revise."
HB253,673508,"Safe2Tell Program; establish to allow anonymous reports of threatening behavior or endangering activities by students."
HB254,673735,"State health plan; prohibit false claims."
HB255,673680,"Rape kits; require inventory of those untested."
HB256,673586,"Burglary; enhanced penalties for repeat offenders."
HB257,673333,"Crimes of violence; require DNA testing for arrests and HIV testing for sex crimes against minors."
